species group name	protonym	 Author
gulosus	Odontomachus gulosus 	Emery, 1901h: 160 
haematodus	Formica haematoda 	Linnaeus, 1758: 582 
hainanensis	Odontomachus monticola var. hainanensis 	Stitz, 1925: 115
hastatus	Myrmecia hastata 	Fabricius, 1804: 426 
hirsutiusculus	Odontomachus hirsutiusculus 	Smith, F. 1858b: 78 
imperator	Odontomachus imperator 	Emery, 1887b: 429
infandus	Odontomachus infandus 	Smith, F. 1858b: 81 
insularis	Odontomachus insularis 	Guérin-Méneville, 1844a: 423 
intermedius	Odontomachus intermedius 	Stitz, 1911b: 378 
kuroiwae	Myrtoteras kuroiwae 	Matsumura, 1912: 192
laticeps	Odontomachus haematodus var. laticeps 	Roger, 1861a: 25 
latidens	Odontomachus latidens 	Mayr, 1867a: 80 
latissimus	Odontomachus latissimus 	Viehmeyer, 1914b: 31
leptocephalus	Odontomachus chelifer var. leptocephalus 	Emery, 1890b: 45 
linae	Odontomachus saevissimus var. linae 	Donisthorpe, 1940c: 107 
linearis	Odontomachus linearis 	Chen & Zhou, in Chen, Shi & Zhou, 2018: 3
longi	Odontomachus monticola var. longi 	Forel, 1900c: 58 
longitudinalis	Odontomachus ruficeps subsp. cephalotes var. longitudinalis 	Donisthorpe, 1940c: 108
macrorhynchus	Pedetes macrorhynchus 	Bernstein, 1861: 8 
magnus	Odontomachus coriarius var. magnus 	Mayr, 1876: 85 
major	Odontomachus monticola var. major 	Forel, 1913f: 183 
malignus	Odontomachus malignus 	Smith, F. 1859a: 144 
maxillaris	Odontomachus maxillaris 	Smith, F. 1858b: 77
maxillosa	Formica maxillosa 	De Geer, 1773: 601
mayi	Odontomachus affinis subsp. mayi 	Mann, 1912: 39 
meinerti	Odontomachus haematodes r. meinerti 	Forel, 1905b: 156 
microcephalus	Odontomachus haematodes var. microcephalus 	Emery, 1890b: 45
minangkabau	Odontomachus minangkabau 	Satria, et al. 2015: 28
minor	Champsomyrmex coquereli var. minor 	Emery, 1899f: 273 
minuta	Odontomachus haematoda subsp. minuta 	Luederwaldt, 1918: 36
montanus	Odontomachus imperator var. montanus 	Stitz, 1925: 116 
monticola	Odontomachus monticola 	Emery, 1892d: 560 
mormo	Odontomachus mormo 	Brown, 1976a: 161
(Indonesia)	Subspecies of tyrannicus: 	Emery, 1897d: 557; Emery
nigrifrons	Odontomachus nigrifrons 	Donisthorpe, 1940c: 106 
notata	Odontomachus haematoda var. notata 	Mann, 1920: 404 
nubila	Odontomachus gulosus var. nubila 	Emery, 1911c: 250 
oblita	Odontomachus assiniensis var. oblita 	Baroni Urbani, 1971b: 360; unavailable name
obscura	Odontomachus coriarius var. obscura 	Crawley, 1922b: 437
obscurior	Odontomachus rixosus var. obscurior 	Forel, 1900c: 58 
obsolescens	Odontomachus tyrannicus var. obsolescens 	Donisthorpe, 1940c: 106 
obtusa	Odontomachus ruficeps subsp. cephalotes var. obtusa 	Emery, 1911c: 251 
opaciventris	Odontomachus haematodus r. opaciventris 	Forel, 1899c: 21
opaculus	Odontomachus imperator subsp. opaculus 	Viehmeyer, 1912: 6
pallens	Odontomachus haematodes subsp. insularis var. pallens 	Wheeler, W.M. 1905b: 82
pallidicornis	Ponera pallidicornis 	Smith, F. 1860a: 73 
pallipes	Odontomachus haematoda var. pallipes 	Crawley, 1916b: 368 
panamensis	Odontomachus affinis r. panamensis 	Forel, 1899c: 19
papuanus	Odontomachus rixosus var. papuanus 	Emery, 1887b: 429 
pararixosus	Odontomachus pararixosus 	Terayama & Ito, 2014: 181
paucidens	Odontomachus haematodus var. paucidens 	Emery, 1893d: 91 
pauperculus	Odontomachus monticola subsp. pauperculus 	Wheeler, W.M. 1921c: 530 
peruanus	Odontomachus haematodes var. peruana 	Stitz, 1933: 68 
philippinus	Odontomachus papuanus r. philippinus 	Emery, 1893e: 203 
politus	Odontomachus politus 	Stitz, 1925: 116 
praefectus	Odontomachus angulatus subsp. praefectus 	Forel, 1911e: 251 
procerus	Odontomachus latidens r. procerus 	Emery, 1893e: 203 
pubescens	Odontomachus haematodus var. pubescens 	Roger, 1861a: 25 
punctulatus	Odontomachus monticola r. punctulatus 	Forel, 1900c: 58 
relictus	Odontomachus relictus 	Deyrup & Cover, 2004b: 137
repetita	Odontomachus haematoda var. repetita 	Baroni Urbani, 1971b: 361; unavailable name
retrolatior	Odontomachus retrolatior 	Viehmeyer, 1914a: 113 
rixosus	Odontomachus rixosus 	Smith, F. 1857a: 64 
rugisquama	Odontomachus haematodes var. rugisquama 	Forel, 1908b: 35 
saevissimus	Odontomachus saevissimus 	Smith, F. 1858b: 80
scalptus	Odontomachus scalptus 	Brown, 1978b: 281 
schoedli	Odontomachus schoedli 	Sorger & Zettel, 2011: 151
semicircularis	Odontomachus coriarius var. semicircularis 	Mayr, 1876: 85 
septentrionalis	Odontomachus septentrionalis 	Crawley, 1915a: 130 
sharpei	Odontomachus sharpei 	Forel, 1893d: 458 
silvestrii	Odontomachus silvestrii 	Wheeler, W.M. 1927h: 85
simillimus	Odontomachus simillimus 	Smith, F. 1858b: 80
spissus	Odontomachus spissus 	Kempf, 1962b: 17
stanleyi	Odontomachus haematoda var. stanleyi 	Wheeler, W.M. 1922a: 102 
striata	Odontomachus latidens susbp. striata 	Menozzi, 1930d: 329 
striaticeps	Odontomachus infandus r. striaticeps 	Stitz, 1925: 117 
striativentris	Odontomachus haematodes r. striativentris 	Emery, 1890b: 44 
substriatus	Odontomachus silvestrii var. substriatus 	Wheeler, W.M. 1927h: 86 
sumatranus	Odontomachus latidens subsp. sumatranus 	Emery, 1900d: 671
sumbensis	Odontomachus sumbensis 	Brown, 1976a: 166 
tamensis	Odontomachus ruficeps var. tamensis 	Chapman & Capco, 1951: 45
tauerni	Odontomachus imperator var. tauerni 	Stitz, 1925: 116 
tensus	Odontomachus tensus 	Wang, M. 1993a: 223
ternatensis	Odontomachus ruficeps subsp. cephalotes var. ternatensis 	Forel, 1911e: 252 
testaceus	Odontomachus tyrannicus var. testacea 	Emery, 1897d: 557 
texana	Odontomachus texana 	Buckley, 1867: 335 
theresiae	Odontomachus haematodes r. theresiae 	Forel, 1895a: 41 
transversostriatus	Odontomachus transversostriatus 	Donisthorpe, 1941h: 53 
troglodytes	Odontomachus haematodes var. troglodytes 	Santschi, 1914b: 58 
tropicalis	Odontomachus assiniensis var. tropicalis 	Menozzi, 1922a: 352 
tuberculatus	Odontomachus tuberculatus 	Roger, 1861a: 28 
turneri	Odontomachus ruficeps r. turneri 	Forel, 1900b: 56 
tyrannicus	Odontomachus tyrannicus 	Smith, F. 1859a: 144 
unispinosa	Formica unispinosa 	Fabricius, 1793: 359 
yucatecus	Odontomachus yucatecus 	Brown, 1976a: 169 
biconcentrica	Odontoponera transversa var. biconcentrica 	Wheeler, W.M. & Chapman, 1925: 62
denticulata	Ponera denticulata 	Smith, F. 1858b: 90
infuscata	Odontoponera transversa var. infuscata 	Creighton, 1929: 153 
nitens	Odontoponera transversa subsp. nitens 	Creighton, 1929: 154 
reticulata	Ponera reticulata 	Smith, F. 1858b: 85 
transversa	Ponera transversa 	Smith, F. 1857a: 68 
annectens	Oecophylla longinoda var. annectens 	Wheeler, W.M. 1922a: 230 
brevinodis	Oecophylla brevinodis 	André, 1890: 313 
*eckfeldiana	Oecophylla eckfeldiana 	Dlussky, in Dlussky, Wappler & Wedmann, 2008: 619
fusca	Oecophylla fusca 	Emery, 1899e: 496 
fuscoides	Oecophylla smaragdina var. fuscoides 	Karavaiev, 1933a: 315 
gracilior	Oecophylla smaragdina var. gracilior 	Forel, 1911b: 208 
gracillima	Oecophylla smaragdina var. gracillima 	Emery, 1893e: 195 
kolhapurensis	Oecophylla kolhapurensis 	Kurane, Bhoje & Sathe, 2015: 39
krampsi	Oecophylla smaragdina subsp. subnitida var. krampsi 	Donisthorpe, 1938d: 598 
*longiceps	Oecophylla longiceps 	Dlussky, in Dlussky, Wappler & Wedmann, 2008: 617
macra	Formica macra 	Guérin-Méneville, 1831, pl. 8, fig. 1; Guérin-Méneville, 1838: 202 
rubriceps	Oecophylla longinoda var. rubriceps 	Wheeler, W.M. 1922a: 231
rufescens	Oecophylla longinoda var. rufescens 	Santschi, 1928f: 212 
selebensis	Oecophylla smaragdina var. selebensis 	Emery, 1893e: 195 
smaragdina	Formica smaragdina 	Fabricius, 1775: 828 
subnitida	Oecophylla smaragdina var. subnitida 	Emery, 1892d: 565 
taeniata	Oecophylla longinoda var. taeniata 	Santschi, 1928f: 212 
textor	Oecophylla longinoda var. textor 	Wheeler, W.M. 1922a: 229
virescens	Formica virescens 	Fabricius, 1775: 392 
viridis	Formica viridis 	Kirby, W. 1819: 478 
zonata	Formica zonata 	Guérin-Méneville, 1838: 205 
doddi	Onychomyrmex doddi 	Wheeler, W.M. 1916a: 53
glauerti	Lithomyrmex glauerti 	Clark, 1928a: 31
hedleyi	Onychomyrmex hedleyi 	Emery, 1895g: 350
mjobergi	Onychomyrmex mjobergi 	Forel, 1915b: 2
alii	Cerapachys alii 	Bharti & Akbar, 2013a: 86
australis	Syscia autralis 	Forel, 1900b: 68 
crypta	Cerapachys (Syscia) cryptus 	Mann, 1921: 408
edentata	Syscia australis var. edentata 	Forel, 1900b: 69 
fragosa	Ooceraea fragosa 	Roger, 1862a: 249
fuscior	Cerapachys (Syscia) cryptus subsp. fuscior 	Mann, 1921: 410 
ierensis	Cerapachys (Syscia) ierensis 	Weber, 1939a: 94 
papuana	Ooceraea papuana 	Emery, 1897c: 594
pawa	Cerapachys (Syscia) pusilla subsp. pawa 	Mann, 1919: 277 
pusilla	Ooceraea pusilla 	Emery, 1897c: 595 
seini	Cerapachys (Syscia) seini 	Mann, 1931: 440
silvestrii	Cerapachys (Syscia) silvestrii 	Wheeler, W.M. 1909c: 269 
sinensis	Cerapachys (Syscia) sinensis 	Wheeler, W.M. 1928c: 3 
hungvuong	Opamyrma hungvuong 	Yamane, Bui & Eguchi, 2008: 57
berthoudi	Ophthalmopone berthoudi 	Forel, 1890b: cxiii 
depilis	Ophthalmopone depilis 	Emery, 1902c: 29 
hottentota	Pachycondyla hottentota 	Emery, 1886: 360 
ilgii	Ophthalmopone ilgii 	Forel, 1894b: 76 
lanceolata	Ophthalmopone lanceolata 	Mayr, 1895: 125 
mocquerysi	Ophthalmopone mocquerysi 	Emery, 1902c: 29 
pubescens	Ophthalmopone berthoudi subsp. pubescens 	Weber, 1942a: 42 
aruana	Opisthopsis manni var. aruana 	Karavaiev, 1933a: 316 
bimaculata	Opisthopsis pictus var. bimaculatus 	Wheeler, W.M. 1918d: 352 
diademata	Opisthopsis diadematus 	Wheeler, W.M. 1918d: 357
dubia	Opisthopsis diadematus var. dubius 	Wheeler, W.M. 1918d: 358 
haddoni	Opisthopsis haddoni 	Emery, 1893e: 226 
halmaherae	Opisthopsis halmaherae 	Karavaiev, 1930a: 210
jocosa	Opisthopsis jocosus 	Wheeler, W.M. 1918d: 359
lepida	Opisthopsis pictus var. lepidus 	Wheeler, W.M. 1918d: 352
lienosa	Opisthopsis lienosus 	Wheeler, W.M. 1918d: 356
linnaei	Opisthopsis linnaei 	Forel, 1901b: 26 
major	Opisthopsis major 	Forel, 1902h: 492 
manni	Opisthopsis manni 	Wheeler, W.M. 1918d: 361
maura	Opisthopsis maurus 	Wheeler, W.M. 1918d: 350
moesta	Opisthopsis respiciens var. moestus 	Wheeler, W.M. 1918d: 348 
oculata	Formica oculata 	Smith, F. 1859a: 137 
palliata	Opisthopsis pictus var. palliatus 	Wheeler, W.M. 1918d: 352
picta	Opisthopsis pictus 	Emery, 1895g: 354
respiciens	Formica (Myrmecopsis) respiciens 	Smith, F. 1865: 68
rufithorax	Opisthopsis rufithorax 	Emery, 1895g: 354
rufonigra	Opisthopsis haddoni subsp. rufoniger 	Forel, 1910b: 70 
alligator	Orectognathus alligator 	Taylor, 1980a: 778
antennatus	Orectognathus antennatus 	Smith, F. 1853: 228
biroi	Orectognathus biroi 	Szabó, 1926: 351
chyzeri	Orectognathus chyzeri 	Emery, 1897c: 571
clarki	Orectognathus clarki 	Brown, 1953k: 94
coccinatus	Orectognathus coccinatus 	Taylor, 1980a: 779
csikii	Orectognathus csikii 	Szabó, 1926: 351
darlingtoni	Orectognathus darlingtoni 	Taylor, 1977: 606
echinus	Orectognathus echinus 	Taylor & Lowery, 1972: 310
elegantulus	Orectognathus elegantulus 	Taylor, 1977: 589
horvathi	Orectognathus horvathi 	Szabó, 1926: 349
howensis	Orectognathus antennatus var. howensis 	Wheeler, W.M. 1927i: 145
hystrix	Orectognathus hystrix 	Taylor & Lowery, 1972: 307
kanangra	Orectognathus kanangra 	Taylor, 1980a: 776
longispinosus	Orectognathus longispinosus 	Donisthorpe, 1941h: 58 
mjobergi	Orectognathus mjobergi 	Forel, 1915b: 38
nanus	Orectognathus nanus 	Taylor, 1977: 605
nigriventris	Orectognathus nigriventris 	Mercovich, 1958: 195
parvispinus	Orectognathus parvispinus 	Taylor, 1977: 603
phyllobates	Orectognathus phyllobates 	Brown, 1958b: 25
robustus	Orectognathus robustus 	Taylor, 1977: 599
roomi	Orectognathus roomi 	Taylor, 1977: 606
rostratus	Orectognathus rostratus 	Lowery, 1967: 137
sarasini	Orectognathus sarasini 	Emery, 1914f: 416 
satan	Orectognathus satan 	Brown, 1953k: 102
septentrionalis	Orectognathus antennatus var. septentrionalis 	Forel, 1910b: 51 
sexspinosus	Orectognathus sexspinosus 	Forel, 1915b: 39
szentivanyi	Arnoldidris szentivanyi 	Brown, 1958b: 18
unicolor	Orectognathus mjobergi var. unicolor 	Forel, 1915b: 39 
velutinus	Orectognathus velutinus 	Taylor, 1977: 610
versicolor	Orectognathus versicolor 	Donisthorpe, 1940a: 46 
subclavata	Overbeckia subclavata 	Viehmeyer, 1916a: 152
browni	Oxyepoecus browni 	Albuquerque & Brandão, 2004: 60
bruchi	Oxyepoecus bruchi 	Santschi, 1926d: 6
crassinodus	Oxyepoecus crassinodus 	Kempf, 1974b: 482
daguerrei	Martia daguerrei 	Santschi, 1933e: 111 
ephippiatus	Oxyepoecus ephippiatus 	Albuquerque & Brandão, 2004: 64
inquilinus	Martia inquilina 	Kusnezov, 1952h: 720 
kempfi	Oxyepoecus kempfi 	Albuquerque & Brandão, 2004: 67
longicephalus	Oxyepoecus longicephalus 	Albuquerque & Brandão, 2004: 69
luederwaldti	Monomorium (Martia) rastratum var. luederwaldti 	Forel, 1913l: 219 
mandibularis	Monomorium (Martia) mandibulare 	Emery, 1913b: 261
minuta	Martia minuta 	Kusnezov, 1952h: 721 
myops	Oxyepoecus myops 	Albuquerque & Brandão, 2009: 295
plaumanni	Oxyepoecus plaumanni 	Kempf, 1974b: 492
punctifrons	Monomorium punctifrons 	Borgmeier, 1927b: 63 
quadratus	Oxyepoecus quadratus 	Albuquerque & Brandão, 2004: 73
rastratus	Monomorium rastratum 	Mayr, 1887: 615 
regularis	Oxyepoecus regularis 	Ulysséa & Brandão, 2012: 169
reticulatus	Oxyepoecus reticulatus 	Kempf, 1974b: 502
rosai	Oxyepoecus rosai 	Albuquerque & Brandão, 2009: 304
turgidus	Oxyepoecus turgidus 	Kempf, 1969: 278
vezenyii	Monomorium (Martia) vezenyii 	Forel, 1907a: 20 
vivax	Oxyepoecus vivax 	Kempf, 1974b: 508
brunnescens	Oxyopomyrmex emeryi var. brunnescens 	Santschi, 1929e: 147 
cabrerae	Oxyopomyrmex saulcyi var. cabrerae 	Forel, 1897a: 133 
emeryi	Oxyopomyrmex emeryi 	Santschi, 1908: 524
gaetulus	Oxyopomyrmex gaetulus 	Santschi, 1929e: 146 
insularis	Oxyopomyrmex insularis 	Santschi, 1908: 523
krueperi	Oxyopomyrmex krueperi 	Forel, 1911d: 344 
laevibus	Oxyopomyrmex laevibus 	Salata & Borowiec, 2015b: 22
lagoi	Oxyopomyrmex lagoi 	Menozzi, 1936d: 278
laticeps	Oxyopomyrmex emeryi var. laticeps 	Santschi, 1915a: 62 
latinodis	Oxyopomyrmex saulcyi var. latinodis 	Santschi, 1939c: 2 
magnus	Oxyopomyrmex magnus 	Salata & Borowiec, 2015b: 25
major	Oxyopomyrmex insularis var. major 	Santschi, 1923f: 326 
negevensis	Oxyopomyrmex negevensis 	Salata & Borowiec, 2015b: 31
nigripes	Oxyopomyrmex santschii var. nigripes 	Santschi, 1907: 329 
nitidior	Oxyopomyrmex santschii var. nitidior 	Santschi, 1910a: 46 
oculatus	Oxyopomyrmex oculatus 	André, 1881b: 73
polybotesi	Oxyopomyrmex polybotesi 	Salata & Borowiec, 2015b: 50
rugocciput	Oxyopomyrmex sabulonis var. rugocciput 	Santschi, 1923f: 326 
sabulonis	Oxyopomyrmex emeryi st. sabulonis 	Santschi, 1915a: 62 
santschii	Oxyopomyrmex santschii 	Forel, 1904c: 8 
saulcyi	Oxyopomyrmex saulcyi 	Emery, 1889a: 440 
amplinoda	Ponera amplinoda 	Buckley, 1866: 171 
andicola	Pachycondyla fuscoatra var. andicola 	Santschi, 1913h: 34 
constricticeps	Pachycondyla constricticeps 	Mackay & Mackay, 2010: 274
(Eocene)	Incertae sedis in 	Ponera: Wheeler
meridionali”)	Wheeler, 	W.M. 1900b: 4
inca	Pachycondyla fuscoatra subsp. inca 	Emery, 1901a: 48 
lenis	Pachycondyla lenis 	Kempf, 1961c: 197
lenkoi	Pachycondyla lenkoi 	Kempf, 1962b: 4
montezumia	Pachycondyla montezumia 	Smith, F. 1858b: 108 
orizabana	Pachycondyla orizabana 	Norton, 1868c: 8 
purpurascens	Pachycondyla purpurascens 	Forel, 1899c: 12
striata	Pachycondyla striata 	Smith, F. 1858b: 106 
unicolor	Ponera unicolor 	Smith, F. 1860a: 73 
vieirai	Pachycondyla vieirai 	Mackay & Mackay, 2010: 568
delagoensis	Paltothyreus tarsatus var. delagoensis 	Emery, 1899e: 468 
gagates	Ponera gagates 	Guérin-Méneville, 1844a: 423 
medianus	Paltothyreus tarsatus var. mediana 	Santschi, 1919h: 80 
pestilentia	Ponera pestilentia 	Smith, F. 1858b: 92 
robustus	Paltothyreus tarsatus var. robusta 	Santschi, 1919h: 81 
simillima	Pachycondyla simillima 	Smith, F. 1858b: 105
spiniventris	Ponera spiniventris 	Smith, F. 1858b: 92 
striatidens	Paltothyreus tarsatus var. striatidens 	Santschi, 1919h: 81 
striatus	Paltothyreus tarsatus var. striatus 	Santschi, 1930a: 53 
subopacus	Paltothyreus tarsatus var. subopaca 	Santschi, 1919h: 80 
tarsatus	Formica tarsata 	Fabricius, 1798: 280 
clitellarius	Iridomyrmex nitidus subsp. clitellarius 	Viehmeyer, 1925a: 32 
flavus	Iridomyrmex flavus 	Mayr, 1865: 60
nitidus	Iridomyrmex nitida 	Mayr, 1862: 702 
oceanicus	Iridomyrmex nitidus r. oceanicus 	Forel, 1901b: 20 
queenslandensis	Iridomyrmex nitida var. queenslandensis 	Forel, 1901b: 21 
tuberculatus	Acantholepis tuberculatus 	Lowne, 1865b: 332 
victorianus	Iridomyrmex nitidus r. oceanicus var. victorianus 	Stitz, 1911a: 368 
albipes	Prenolepis albipes 	Emery, 1899e: 497 
aseta	Prenolepis aseta 	Forel, 1902d: 292 
atomus	Prenolepis minutula r. atomus 	Forel, 1901b: 25 
bayonii	Pseudolasius bayonii 	Menozzi, 1924b: 224
brunnella	Paraparatrechina brunnella 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 7
bryanti	Prenolepis (Nylanderia) butteli r. bryanti 	Forel 1916: 439 
bucculentus	Pseudolasius bucculentus 	Wheeler, W.M. 1922a: 222
bufona	Pseudolasius bufonum 	Wheeler, W.M. 1922a: 220
butteli	Prenolepis (Nylanderia) butteli 	Forel, 1913k: 103 
buxtoni	Paratrechina (Nylanderia) minutula var. buxtoni 	Santschi, 1928e: 479 
caledonica	Prenolepis caledonica 	Forel, 1902h: 491 
concinnata	Paraparatrechina concinnata 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 8
dichroa	Paratrechina (Nylanderia) dichroa 	Karavaiev, 1933b: 106 
emarginata	Prenolepis (Nylanderia) emarginata 	Forel, 1913k: 104 
foreli	Prenolepis (Nylanderia) foreli 	Emery, 1914f: 422
glabra	Prenolepis glabra 	Forel, 1891b: 92 
gnoma	Paraparatrechina gnoma 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 10
gowdeyi	Pseudolasius gowdeyi 	Wheeler, W.M. 1922a: 223
illusio	Paraparatrechina illusio 	LaPolla & Fisher, 2014a: 142
iridescens	Nylanderia iridescens 	Donisthorpe, 1942b: 71 
kongming	Paratrechina kongming 	Terayama, 2009: 212
koningsbergeri	Paratrechina (Nylanderia) koningsbergeri 	Karavaiev, 1933b: 108 
lecamopteridis	Paratrechina (Nylanderia) lecamopteridis 	Donisthorpe, 1941c: 142 
luminella	Paraparatrechina luminella 	LaPolla & Fisher, 2014a: 146
metallescens	Prenolepis opaca subsp. metallescens 	Emery, 1900d: 698 
minutula	Prenolepis minutula 	Forel, 1901b: 25 
myersi	Pseudolasius myersi 	Weber, 1943c: 389
myops	Paraparatrechina myops 	LaPolla & Fisher, in LaPolla, Cheng & Fisher, 2010: 21
nana	Paratrechina (Nylanderia) nana 	Santschi, 1928e: 478 
nettae	Prenolepis (Nylanderia) nettae 	Forel, 1911d: 381 
nigriventris	Prenolepis (Nylanderia) foreli var. nigriventris 	Emery, 1914f: 424 
occipitalis	Pseudolasius myersi subsp. occipitalis 	Weber & Anderson, 1950: 2
oceanica	Prenolepis (Nylanderia) oceanica 	Mann, 1921: 476 
ocellatula	Paraparatrechina ocellatula 	LaPolla & Fisher, in LaPolla, Cheng & Fisher, 2010: 22
opaca	Prenolepis clandestina var. opaca 	Emery, 1887a: 243 
oreias	Paraparatrechina oreias 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 11
pallida	Paratrechina (Paraparatrechina) pallida 	Donisthorpe, 1947d: 192
pusillima	Paratrechina (Nylanderia) pusillima 	Emery, 1922d: 110
sakurae	Prenolepis (Nylanderia) sakurae 	Ito, T. 1914: 43
sakuya	Paraparatrechina sakuya 	Terayama, 2013: 15
sauteri	Prenolepis (Nylanderia) minutula r. sauteri 	Forel, 1913f: 198 
sordida	Pseudolasius weissi var. sordida 	Santschi, 1914d: 378 
splendida	Paraparatrechina splendida 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 12
subtilis	Prenolepis (Nylanderia) subtilis 	Santschi, 1920g: 174 
tapinomoides	Prenolepis tapinomoides 	Forel, 1905c: 25 
termitophila	Prenolepis (Nylanderia) subtilis st. termitophila 	Santschi, 1921c: 122 
umbranatis	Paraparatrechina umbranatis 	LaPolla & Cheng, in LaPolla, Cheng & Fisher, 2010: 15
weissi	Pseudolasius weissi 	Santschi, 1910c: 391
aculeata	Formica aculeata 	Olivier, 1792: 498 
spininoda	Formica spininoda 	Latreille, 1802c: 207
tarsalis	Ponera tarsalis 	Perty, 1833: 135
afer	Cerapachys afer 	Forel, 1907a: 9 
aitkenii	Cerapachys aitkenii 	Forel, 1900d: 332 
arnoldi	Cerapachys arnoldi 	Forel, 1914d: 211 
browni	Cerapachys browni 	Bharti & Wachkoo, 2013d: 1189
bryanti	Cerapachys bryanti 	Wheeler, W.M. 1919e: 47 
centurio	Cerapachys centurio 	Brown, 1975: 62
conservata	Cerapachys conservatus 	Viehmeyer, 1913: 142 
cooperi	Cerapachys cooperi 	Arnold, 1915: 14 
cribrinodis	Parasyscia cribrinodis 	Emery, 1899e: 463
desposyne	Cerapachys (Cerapachys) desposyne 	Wilson, 1959b: 45 
dohertyi	Cerapachys (Cerapachys) dohertyi 	Emery, 1902c: 25 
dominula	Cerapachys (Cerapachys) dominula 	Wilson, 1959b: 46 
faurei	Cerapachys faurei 	Arnold, 1949: 262
flavaclavata	Cerapachys (Cerapachys) flavaclavata 	Donisthorpe, 1938e: 499 
fossulata	Cerapachys fossulatus 	Forel, 1895a: 48 
foveolata	Cerapachys foveolatus 	Radchenko, 1993b: 43
hashimotoi	Cerapachys hashimotoi 	Terayama, 1996: 18
hewitti	Cerapachys arnoldi var. hewitti 	Arnold, 1926: 192 
imerinensis	Parasyscia imerinensis 	Forel, 1891b: 138
inconspicua	Cerapachys inconspicua 	Emery, 1901h: 153 
indica	Cerapachys indicus 	Brown, 1975: 69
kenyensis	Cerapachys kenyensis 	Consani, 1951: 169
keralensis	Cerapachys keralensis 	Karmaly, in Karmaly, et al. 2012: 157
kodecorum	Cerapachys kodecorum 	Brown, 1975: 70
lamborni	Cerapachys lamborni 	Crawley, 1923a: 29 
latiuscula	Parasyscia peringueyi var. latiuscula 	Emery, 1895h: 19 
lindrothi	Cerapachys (Cerapachys) lindrothi 	Wilson, 1959b: 52 
longicornis	Cerapachys opacus subsp. longicornis 	Viehmeyer, 1914b: 27 
luteoviger	Cerapachys luteoviger 	Brown, 1975: 70
majuscula	Cerapachys (Cerapachys) majusculus 	Mann, 1921: 408 
muiri	Cerapachys muiri 	Wheeler, W.M. & Chapman, 1925: 52
natalensis	Cerapachys cribrinodis var. natalensis 	Forel, 1901f: 335 
negrosensis	Cerapachys negrosensis 	Wheeler, W.M. & Chapman, 1925: 51
nitens	Cerapachys (Cerapachys) nitens 	Donisthorpe, 1949b: 487 
