species group name	protonym	 Author
12945: puberulus	Leptomyrmex puberulus 	Wheeler, W.M. 1934c: 112
12946: quadricolor	Leptomyrmex varians subsp. quadricolor 	Wheeler, W.M. 1934c: 104 
12947: ramorniensis	Leptomyrmex ramorniensis 	Smith, D.J. & Shattuck, 2009: 66
12948: relictus	Leptomyrmex relictus 	Boudinot, et al. 2016: 663
12949: rothneyi	Leptomyrmex varians var. rothneyi 	Forel, 1902h: 473 
12951: ruficeps	Leptomyrmex varians var. ruficeps 	Emery, 1895g: 352 
12952: rufipes	Leptomyrmex varians var. rufipes 	Emery, 1895g: 352 
12953: rufithorax	Leptomyrmex erythrocephalus var. rufithorax 	Forel, 1915b: 83 
12954: tibialis	Leptomyrmex nigriventris var. tibialis 	Emery, 1895g: 351 
12955: unctus	Leptomyrmex erythrocephalus subsp. unctus 	Wheeler, W.M. 1934c: 87 
12956: unicolor	Leptomyrmex unicolor 	Emery, 1895g: 352
12957: varians	Leptomyrmex varians 	Emery, 1895g: 352
12958: venustus	Leptomyrmex erythrocephalus subsp. venustus 	Wheeler, W.M. 1934c: 87
12959: wheeleri	Leptomyrmex wheeleri 	Donisthorpe, 1948d: 600 
12960: wiburdi	Leptomyrmex wiburdi 	Wheeler, W.M. 1915d: 272
12964: acervorum	Formica acervorum 	Fabricius, 1793: 358 
12998: athabasca	Leptothorax athabasca 	Buschinger & Schulz, 2008: 244
13000: atomus	Leptothorax tuberum r. tebessae var. atomus 	Forel, 1905b: 173 
13006: baborensis	Leptothorax spinosus var. baborensis 	Cagniant, 1970b: 207 
13018: betulae	Leptothorax muscorum var. betulae 	Ruzsky, 1916: 6 
13041: buschingeri	Leptothorax buschingeri 	Kutter, 1967b: 88
13048: canadensis	Leptothorax canadensis 	Provancher, 1887: 245 
13060: crassispina	Leptothorax flavispinus st. santschii var. crassispina 	Santschi, 1911a: 11
13101: euxanthus	Leptothorax nylanderi form euxanthus 	Plateaux, 1981: 64; unavailable name
13104: faberi	Leptothorax faberi 	Buschinger, 1983: 198
13106: fagi	Leptothorax (	Mychothorax) muscorum var. fagi Ruzsky, 1905b: 619
13110: flavescens	Leptothorax muscorum var. flavescens 	Ruzsky, 1896: 72
13142: goesswaldi	Leptothorax goesswaldi 	Kutter, 1967b: 82
13147: herculea	Leptothorax rottenbergi st. annibalis var. herculea 	Santschi, 1922a: 66 
13167: ionia	Leptothorax bulgaricus subsp. smyrnensis var. ionia 	Forel, 1911d: 336 
13170: irregularis	Leptothorax rottenbergi st. scabriosus var. irregularis 	Santschi, 1909b: 480 
13180: kabyla	Leptothorax rottenbergi st. scabrosus var. kabyla 	Santschi, 1918a: 33 
13182: kamtshaticus	Leptothorax (	Mychothorax) acervorum subsp. kamtshaticus Ruzsky, 1920: 77 
13188: lacteipennis	Myrmica lacteipennis 	Zetterstedt, 1838: 452 
13203: littoralis	Leptothorax rottenbergi st. annibalis var. littoralis 	Santschi, 1918a: 33 
13219: martellii	Leptothorax bugnioni subsp. pupseli var. martellii 	Menozzi, 1940: 269 
13229: melanocephala	Myrmica melanocephala 	Mayr, 1855: 411 
13250: muscorum	Myrmica muscorum 	Nylander, 1846b: 1054 
13262: nigrescens	Leptothorax acervorum var. nigrescens 	Ruzsky, 1905b: 614 
13266: nigricipoides	Leptothorax tuberum r. unifasciatus var. nigricipoides 	Forel, 1874: 86 
13273: nylanderotebessae	Leptothorax tuberum r. tebessae var. nylanderotebessae 	Forel, 1894d: 38 
13278: oceanicus	Mychothorax muscorum subsp. oceanicum 	Kuznetsov-Ugamsky, 1928b: 29 
13283: pallens	Leptothorax nylanderi morph pallens 	Plateaux, 1981: 64 
13285: paraxenus	Leptothorax paraxenus 	Heinze & Alloway, 1992: 195
13287: parkeri	Leptothorax fuentei var. parkeri 	Espadaler & DuMerle, 1989: 121; unavailable name
13305: pocahontas	Doronomyrmex pocahontas 	Buschinger, 1979b: 216
13310: pseudoxanthus	Leptothorax nylanderi form pseudoxanthus 	Plateaux, 1981: 64; unavailable name
13323: retractus	Leptothorax retractus 	Francoeur, 1986a: 1152
13351: scamni	Leptothorax (	Mychothorax) muscorum var. scamni Ruzsky, 1905b: 620
13362: septentrionalis	Leptothorax (	Mychothorax) muscorum var. septentrionalis Wheeler, W.M. 1917a: 511 
13365: sericeiventris	Leptothorax cabrerae st. productus var. sericeiventris 	Santschi, 1918a: 35 
13382: sordidus	Leptothorax muscorum var. sordidus 	Wheeler, W.M. 1903c: 224
13389: spinosus	Leptothorax (	Dichothorax) pergandei subsp. floridanus var. spinosus Smith, M.R. 1929: 551 
13404: superus	Leptothorax (	Mychothorax) acervorum var. superus Ruzsky, 1905b: 614 
13406: suturalis	Leptothorax normandi st. atlantis var. suturalis 	Santschi, 1921b: 426 
13414: tellensis	Leptothorax bucheti st. tuneticus var. tellensis 	Santschi, 1939d: 74 
13419: tenuispinus	Leptothorax bucheti st. tuneticus var. tenuispinus 	Santschi, 1939d: 74 
13430: tomianus	Leptothorax tomianus 	Ruzsky, 1915b: 5
13435: transitoria	Leptothorax rottenbergi st. annibalis var. transitoria 	Santschi, 1909b: 478 
13453: unifasciatonylanderi	Leptothorax tuberum r. exilis var. unifasciatonylanderi 	Emery & Forel, 1879: 495 
13456: 314	Nomen nudum. universitatis 	Espadaler, 1997; see under TEMNOTHORAX. usunkul Ruzsky, 1924; see under TEMNOTHORAX. uvicensis. Leptothorax muscorum group sp. “uvicensis” Blacker, 1992: 7
13458: vandeli	Mychothorax acervorum var. vandeli 	Bondroit, 1920a: 153 
13459: veneris	Leptothorax angustus st. trabuti var. veneris 	Santschi, 1918a: 35 
13465: zhengi	Leptothorax zhengi 	Zhou & Chen, in Zhou, Peng, et al. 2011: 592
13467: angulatum	Iridomyrmex humilis subsp. angulatus 	Emery, 1894c: 165
13468: arrogans	Iridomyrmex humilis var. arrogans 	Chopard, 1921: 237 
13469: aspidocoptus	Iridomyrmex aspidocoptus 	Kempf, 1969: 295
13470: aztecoides	Linepithema aztecoides 	Wild, 2007a: 34
13471: bicolor	Iridomyrmex iniquus var. bicolor 	Forel, 1912h: 47 
13472: breviscapa	Iridomyrmex humilis st. breviscapa 	Santschi, 1929d: 306
13474: cerradense	Linepithema cerradense 	Wild, 2007a: 37
13475: cryptobioticum	Linepithema cryptobioticum 	Wild, 2007a: 41
13476: dispertitum	Iridomyrmex dispertitus 	Forel, 1885a: 351 
13477: dominicensis	Iridomyrmex melleus var. dominicensis 	Wheeler, W.M. 1913d: 242 
13478: flavescens	Iridomyrmex keiteli var. flavescens 	Wheeler, W.M. & Mann, 1914: 43 
13479: fuscescens	Iridomyrmex melleus var. fuscescens 	Wheeler, W.M. 1908a: 153 
13480: fuscum	Linepithema fuscum 	Mayr, 1866a: 497
13481: gallardoi	Dorymyrmex gallardoi 	Brèthes, 1914a: 95 
13482: gallardoi	Linepithema gallardoi 	Kusnezov, 1969: 37 
13483: hirsutum	Linepithema hirsutum 	Escárraga & Guerrero, 2016: 450
13484: humile	Hypoclinea humilis 	Mayr, 1868a: 164 
13487: impotens	Iridomyrmex impotens 	Santschi, 1923d: 67 
13489: iniquum	Hypoclinea iniqua 	Mayr, 1870a: 392
13490: keiteli	Iridomyrmex keiteli 	Forel, 1907e: 8 
13491: leucomelas	Iridomyrmex leucomelas 	Emery, in von Jhering, 1894: 378 
13493: melleus	Iridomyrmex melleus 	Wheeler, W.M. 1908a: 151
13494: micans	Iridomyrmex dispertitus subsp. micans 	Forel, 1908c: 394 
13496: neotropicum	Linepithema neotropicum 	Wild, 2007a: 91
13497: nigellus	Iridomyrmex iniquus var. nigellus 	Emery, 1890b: 56 
13498: oblongum	Iridomyrmex humilis var. oblongus 	Santschi, 1929d: 306 
13500: paranaensis	Iridomyrmex melleus st. succineus var. paranaensis 	Santschi, 1929d: 305 
13501: pertaesta	Iridomyrmex humilis st. angulata var. pertaesta 	Santschi, 1916e: 390 
13502: piliferum	Hypoclinea pilifera 	Mayr, 1870a: 393 
13503: platensis	Iridomyrmex humilis r. platensis 	Forel, 1912h: 46 
13504: pordescens	Iridomyrmex pordescens 	Wheeler, W.M. 1942: 214 
13506: pulex	Iridomyrmex humilis st. angulata var. pulex 	Santschi, 1923d: 68 
13507: pulex	Linepithema pulex 	Wild, 2007a: 105
13508: riograndensis	Iridomyrmex riograndensis 	Borgmeier, 1928b: 64 
13510: scotti	Iridomyrmex humilis st. scotti 	Santschi, 1919f: 52 
13511: subfasciatus	Iridomyrmex keiteli var. subfasciatus 	Wheeler, W.M. & Mann, 1914: 43 
13512: succineus	Iridomyrmex melleus subsp. succineus 	Forel, 1908c: 396 
13513: transiens	Iridomyrmex humilis r. platensis var. transiens 	Forel, 1913l: 242 
13514: tsachila	Linepithema tsachila 	Wild, 2007a: 109
13521: austriaca	Formica austriaca 	Mayr, 1853a: 144 
13526: dentimandibulum	Liometopum dentimandibulum 	Chang & He, 2002e: 110
13540: luctuosum	Liometopum apiculatum subsp. luctuosum 	Wheeler, W.M. 1905e: 325 
13543: masonia	Formica masonia 	Buckley, 1866: 165 
13545: microcephalum	Formica microcephala 	Panzer, 1798: no
13551: occidentale	Liometopum microcephalum var. occidentale 	Emery, 1895c: 330 
13553: orientale	Liometopum microcephalum var. orientalis 	Karavaiev, 1927d: 339 
13562: sericatum	Liometopum sinense var. sericatum 	Wheeler, W.M. 1921c: 541 
13563: sinense	Liometopum sinense 	Wheeler, W.M. 1921c: 540 
13572: aurianus	Liomyrmex aurianus 	Emery, 1889b: 504 
13573: butteli	Promyrma butteli 	Forel, 1912m: 764 
13574: caeca	Myrmica caeca 	Smith, F. 1860b: 108 
13578: carinata	Liomyrmex carinata 	Stitz, 1911a: 366
13580: froggatti	Liomyrmex froggatti 	Donisthorpe, 1940a: 40
13581: gestroi	Laparomyrmex gestroi 	Emery, 1887b: 461
13587: aberrans	Phyracaces aberrans 	Clark, 1934b: 25
13588: adama	Cerapachys (	Phyracaces) adamus Forel, 1910b: 18 
13589: aegyptiacus	Cerapachys aegyptiacus 	Brown, 1975: 22
13590: alfierii	Lioponera alfierii 	Donisthorpe, 1939a: 256 
13591: angustata	Phyracaces angustatus 	Clark, 1924b: 76
13592: anokha	Cerapachys anokha 	Bharti & Akbar, 2013a: 88
13594: australis	Lioponera longitarsus var. australis 	Forel, 1895f: 422 
13595: bakeri	Lioponera bakeri 	Wheeler, W.M. & Chapman, 1925: 55
13596: bicolor	Phyracaces bicolor 	Clark, 1924b: 77
13598: bicolor	Lioponera bicolor 	Wheeler, W.M. & Chapman, 1925: 54
13599: binodis	Cerapachys (	Phyracaces) binodis Forel, 1910b: 20 
13600: bispinata	Cerapachys bispinatus 	Chen & Zhou, in Chen, Shi & Zhou, 2016: 3
13601: brachynodus	Cerapachys mayri var. brachynodus 	Forel, 1892k: 520 
13602: braunsi	Phyracaces braunsi 	Emery, 1902c: 27 
13603: braytoni	Phyracaces braytoni 	Weber, 1949a: 3
13604: brevicollis	Phyracaces brevicollis 	Clark, 1924a: 78
13605: brevis	Phyracaces brevis 	Clark, 1924b: 78
13606: castaneus	Phyracaces castaneus 	Clark, 1924b: 79
13608: clarki	Phyracaces clarki 	Crawley, 1922b: 433 
13609: clara	Phyracaces clarus 	Clark, 1930c: 3
13611: cohici	Phyracaces cohici 	Wilson, 1957a: 1
13612: collingwoodi	Cerapachys collingwoodi 	Sharaf, in Fadl et al. 2007: 237
13613: congolensis	Phyracaces cooperi r. congolensis 	Forel, 1916: 401 
13614: constricta	Phyracaces constricta 	Clark, 1924a: 79
13615: cooperi	Phyracaces cooperi 	Arnold, 1915: 18 
13616: cooperi	Lioponera cooperi 	Donisthorpe, 1939a: 255 
13617: coxalis	Phyracaces coxalis 	Arnold, 1926: 193
13619: crassa	Phyracaces crassus 	Clark, 1941: 74
13620: daikoku	Cerapachys daikoku 	Terayama, 1996: 16
13621: decorsei	Lioponera decorsei 	Santschi, 1912b: 150 
13622: desertorum	Cerapachys desertorum 	Dlussky, in Dlussky, Soyunov & Zabelin, 1990: 177
13623: dromus	Phyracaces dromus 	Clark, 1941: 75
13624: dumbletoni	Phyracaces dumbletoni 	Wilson, 1957a: 5
13625: eidmanni	Phyracaces eidmanni 	Menozzi, 1942: 165 
13626: elegans	Phyracaces elegans 	Wheeler, W.M. 1918a: 254
13627: emeryi	Phyracaces emeryi 	Viehmeyer, 1914b: 26 
13628: fervida	Phyracaces fervidus 	Wheeler, W.M. 1918a: 245
13630: fici	Phyracaces fici 	Viehmeyer, 1924a: 222 
13631: ficosa	Phyracaces ficosus 	Wheeler, W.M. 1918a: 252
13632: flammea	Phyracaces flammeus 	Clark, 1930c: 4
13633: flavescens	Phyracaces flavescens 	Clark, 1930c: 5
13634: foreli	Phyracaces foreli 	Santschi, 1914d: 309 
13635: gilesi	Phyracaces gilesi 	Clark, 1924a: 81
13637: grandis	Phyracaces grandis 	Clark, 1934b: 22
13638: greavesi	Phyracaces greavesi 	Clark, 1934b: 25
13639: gwynethae	Neophyracaces gwynethae 	Clark, 1941: 77
13640: heros	Phyracaces heros 	Wheeler, W.M. 1918a: 240
13641: hewitti	Phyracaces hewitti 	Wheeler, W.M. 1919e: 48 
13642: hewitti	Phyracaces hewitti 	Donisthorpe, 1931b: 494 
13643: huode	Simopone huode 	Terayama, 2009: 122
13644: inconspicua	Phyracaces inconspicuus 	Clark, 1924b: 82
13647: iovis	Cerapachys (	Phyracaces) iovis Forel, 1915b: 20
13648: kraepelinii	Cerapachys kraepelinii 	Forel, 1895c: 246 
13649: krombeini	Phyracaces krombeini 	Donisthorpe, 1947c: 580 
13650: langi	Phyracaces langi 	Wheeler, W.M. 1922a: 54
13651: larvata	Phyracaces larvatus 	Wheeler, W.M. 1918a: 257
13653: leae	Phyracaces leae 	Wheeler, W.M. 1918a: 243
13654: longitarsus	Lioponera longitarsus 	Mayr, 1879: 667 
13656: luzuriagae	Lioponera luzuriagae 	Wheeler, W.M. & Chapman, 1925: 53
13657: macrops	Neophyracaces macrops 	Clark, 1941: 79
13658: marginata	Cerapachys marginata 	Emery, 1897c: 594
13659: mayri	Cerapachys mayri 	Forel, 1892l: 244 
13662: mullewana	Phyracaces mullewanus 	Wheeler, W.M. 1918a: 251 
13663: nayana	Cerapachys nayana 	Bharti & Akbar, 2013a: 90
13664: newmani	Phyracaces newmani 	Clark, 1924a: 82
13665: nigra	Lioponera nigra 	Santschi, 1914b: 46 
13666: nigriventris	Phyracaces nigriventris 	Clark, 1924b: 84
13667: nkomoensis	Phyracaces nkomoensis 	Forel, 1916: 400 
13668: noctambula	Lioponera noctambula 	Santschi, 1910d: 70 
13670: parva	Lioponera longitarsus r. parva 	Forel, 1900d: 330 
13671: picipes	Phyracaces picipes 	Clark, 1924b: 86
13672: picta	Phyracaces pictus 	Clark, 1934b: 23
13673: piliventris	Neophyracaces piliventris 	Clark, 1941: 80
13674: potteri	Neophyracaces potteri 	Clark, 1941: 76
13675: princeps	Phyracaces princeps 	Clark, 1934b: 24
13678: punctatissima	Phyracaces punctatissima 	Clark, 1924a: 84
13679: pygmaeus	Phyracaces pygmaeus 	Clark, 1934b: 26
13680: reticulata	Phyracaces reticulatus 	Clark, 1926: 45
13681: rotula	Cerapachys (	Phyracaces) singularis subsp. rotula Forel, 1910b: 21 
13682: ruficornis	Phyracaces ruficornis 	Clark, 1924a: 86
13683: rugulinodis	Phyracaces rugulinodis 	Wheeler, W.M. 1918a: 249
13684: santschii	Phyracaces santschii 	Wheeler, W.M. 1922a: 56 
13685: scrutator	Phyracaces scrutator 	Wheeler, W.M. 1918a: 247
13686: senescens	Phyracaces senescens 	Wheeler, W.M. 1918a: 259
13687: similis	Lioponera similis 	Santschi, 1930a: 51
13688: simmonsae	Phyracaces simmonsae 	Clark, 1924a: 87
13689: singaporensis	Phyracaces singaporensis 	Viehmeyer, 1916a: 110 
13690: singularis	Cerapachys singularis 	Forel, 1900b: 69 
13691: sjostedti	Cerapachys (	Phyracaces) sjostedti Forel, 1915b: 19
13692: suscitata	Phyracaces suscitatus 	Viehmeyer, 1913: 143 
13693: turneri	Cerapachys (	Phyracaces) turneri Forel, 1902h: 405 
13695: varians	Phyracaces varians 	Clark, 1924b: 87
13699: livida	Cerapachys lividus 	Brown, 1975: 64
13704: nobiliae	Loboponera nobiliae 	Fisher, 2006: 113
13706: obeliscata	Loboponera obeliscata 	Bolton & Brown, 2002: 5
13707: politula	Loboponera politula 	Bolton & Brown, 2002: 5
13710: subatra	Loboponera subatra 	Bolton & Brown, 2002: 7 
13711: trica	Loboponera trica 	Bolton & Brown, 2002: 6
13712: vigilans	Loboponera vigilans 	Bolton & Brown, 2002: 7
13716: ambiguus	Lophomyrmex ambiguus 	Rigato, 1994a: 52
13717: bedoti	Lophomyrmex bedoti 	Emery, 1893e: 192
13718: birmanus	Lophomyrmex birmanus 	Emery, 1893e: 192 
13719: changlangensis	Lophomyrmex changlangensis 	Sheela & Ghosh, 2008: 18
13720: indosinensis	Lophomyrmex indosinensis 	Yamane & Hosoishi, 2014: 65
13721: javana	Lophomyrmex quadrispinosus var. javana 	Karavaiev, 1933c: 270 
13722: kali	Lophomyrmex kali 	Rigato, 1994a: 58
13723: longicornis	Lophomyrmex longicornis 	Rigato, 1994a: 55
13724: lucidus	Lophomyrmex bedoti var. lucida 	Menozzi, 1930d: 328 
13725: opaciceps	Lophomyrmex quadrispinosus var. opaciceps 	Viehmeyer, 1922: 211 
13727: quadrispinosus	Oecodoma quadrispinosa 	Jerdon, 1851: 111 
13728: striatulus	Lophomyrmex striatulus 	Rigato, 1994a: 56
13729: taivanae	Lophomyrmex quadrispinosus r. taivanae 	Forel, 1912a: 55 
13732: taprobanae	Lophomyrmex quadrispinosus var. taprobanae 	Forel, 1911i: 223 
13733: terraceensis	Lophomyrmex terraceensis 	Bharti & Kumar, 2012a: 266
13736: accuminata	Lordomyrma cryptocera var. accuminata 	Stitz, 1912: 504 
13737: azumai	Rogeria (	Rogeria) azumai Santschi, 1941: 275
13738: bensoni	Lordomyrma bensoni 	Donisthorpe, 1949d: 94
13739: bhutanensis	Stenamma bhutanense 	Baroni Urbani, 1977b: 420
13740: caledonica	Podomyrma caledonica 	André, 1889: 225 
13741: crawleyi	Lordomyrma crawleyi 	Menozzi, 1923b: 209
13742: cryptocera	Lordomyrma cryptocera 	Emery, 1897c: 592
13743: curvata	Lordomyrma curvata 	Sarnat, 2006: 15
13747: furcifera	Lordomyrma furcifera 	Emery, 1897c: 591
13748: hmong	Lordomyrma hmong 	Taylor, 2012: 52
13750: lakshmi	Lordomyrma lakshmi 	Taylor, 2012: 51
13751: leae	Lordomyrma leae 	Wheeler, W.M. 1919f: 102
13752: levifrons	Rogeria (	Irogera) tortuosa subsp. levifrons Mann, 1921: 453 
13753: limatula	Lordomyrma limatula 	Taylor, 2012: 57
13755: nobilis	Lordomyrma nobilis 	Yasumatsu, 1950: 75
13756: polita	Rogeria (	Irogera) tortuosa subsp. polita Mann, 1921: 453 
13757: punctiventris	Lordomyrma punctiventris 	Wheeler, W.M. 1919f: 105
13758: reticulata	Lordomyrma reticulata 	Lucky & Sarnat, 2008: 39
13759: rouxi	Promeranoplus rouxi 	Emery, 1914f: 413
13760: rugosa	Rogeria (	Irogera) rugosa Mann, 1921: 455
13762: sarasini	Prodicroaspis sarasini 	Emery, 1914f: 414
13763: sinensis	Stenamma sinensis 	Ma, Xu, Makio & DuBois, 2007: 372
13764: stoneri	Rogeria (	Irogera) tortuosa subsp. stoneri Mann, 1925b: 5 
13765: striatella	Rogeria (	Irogera) striatella Mann, 1921: 454
13766: sukuna	Lordomyrma sukuna 	Sarnat, 2006: 29
13767: taylori	Lordomyrma taylori 	Bharti & Ali, 2013: 150
13768: tortuosa	Rogeria (	Irogera) tortuosa Mann, 1921: 452
13769: vanua	Lordomyrma vanua 	Lucky & Sarnat, 2008: 42
13772: boltoni	Loweriella boltoni 	Shattuck, 1992c: 129
13774: belti	Aphaenogaster belti 	Forel, 1895c: 248 
13775: dulcis	Malagidris dulcis 	Bolton & Fisher, 2014: 24
13780: aldrichi	Myrmica (	Oreomyrma) aldrichi Wheeler, W.M. 1914d: 120
13781: bradleyi	Myrmica bradleyi 	Wheeler, W.M. 1909e: 77 
13782: calderoni	Aphaenogaster (	Neomyrma) calderoni Forel, 1914a: 275 
13783: hunteri	Myrmica (	Oreomyrma) hunteri Wheeler, W.M. 1914d: 121
13786: leonina	Myrmica leonina 	Losana, 1834: 332
13788: montana	Myrmica montana 	Labram & Imhoff, 1838, pl. 36, figs. 1-3 
13789: mutica	Myrmica mutica 	Emery, 1895c: 311 
13790: parasitica	Myrmica (	Manica) parasitica Creighton, 1934: 185 
13791: rubida	Formica rubida 	Latreille, 1802c: 267
13792: yessensis	Manica yessensis 	Azuma, 1955: 80 
13795: heureka	Martialis heureka 	Rabeling & Verhaagh, in Rabeling, et al. 2008: 14914
13798: constricta	Ponera constricta 	Mayr, 1884: 31 
13799: josephi	Ponera josephi 	Forel, 1886b: xl 
13802: abstinens	Mayriella abstinens 	Forel, 1902h: 452 
13803: ebbei	Mayriella ebbei 	Shattuck & Barnett, 2007: 444
13804: granulata	Mayriella granulata 	Dlussky & Radchenko, 1990: 123
13805: hackeri	Mayriella abstinens subsp. hackeri 	Wheeler, W.M. 1935e: 157
13806: occidua	Mayriella occidua 	Shattuck, 2007: 50
13807: overbecki	Mayriella overbecki 	Viehmeyer, 1925a: 26 
13808: sharpi	Mayriella sharpi 	Shattuck & Barnett, 2007: 447
13809: spinosior	Mayriella spinosior 	Wheeler, W.M. 1935e: 159
13810: transfuga	Mayriella transfuga 	Baroni Urbani, 1977a: 411
13811: venustula	Mayriella abstinens subsp. venustula 	Wheeler, W.M. 1935e: 158 
13812: warchalowskii	Mayriella warchalowskii 	Borowiec, M.L. 2007b: 774
13815: acauna	Megalomyrmex acauna 	Brandão, 1990b: 429
13816: adamsae	Megalomyrmex adamsae 	Longino, 2010: 41
13817: ayri	Megalomyrmex ayri 	Brandão, 1990b: 420
13818: balzani	Megalomyrmex balzani 	Emery, 1894c: 153 
13820: bituberculatus	Formica bituberculata 	Fabricius, 1798: 280 
13822: brandaoi	Megalomyrmex brandaoi 	Boudinot, et al. 2013: 28
13823: brasiliensis	Megalomyrmex (	Wheelerimyrmex) brasiliensis Borgmeier, 1930: 34
13824: caete	Megalomyrmex caete 	Brandão, 1990b: 422
13825: cuatiara	Megalomyrmex cuatiara 	Brandão, 1990b: 440
13826: cupecuara	Megalomyrmex cupecuara 	Brandão, 1990b: 423
13827: cyendyra	Megalomyrmex cyendyra 	Brandão, 1990b: 433
13828: drifti	Megalomyrmex drifti 	Kempf, 1961b: 504
13829: duckei	Megalomyrmex duckei 	Forel, 1912g: 13 
13831: emeryi	Megalomyrmex emeryi 	Forel, 1904d: 174 
13833: foreli	Megalomyrmex foreli 	Emery, 1890b: 46
13834: fungiraptor	Megalomyrmex fungiraptor 	Boudinot, et al. 2013: 35
13835: glaesarius	Megalomyrmex glaesarius 	Kempf, 1970c: 355
13836: gnomus	Megalomyrmex gnomus 	Kempf, 1970c: 359
13837: goeldii	Megalomyrmex goeldii 	Forel, 1912g: 14 
13840: iheringi	Megalomyrmex iheringi 	Forel, 1911c: 304 
13841: incisus	Megalomyrmex (	Wheelerimyrmex) incisus Smith, M.R. 1947e: 102 
13843: langi	Megalomyrmex (	Wheelerimyrmex) sjostedti var. langi Wheeler, W.M. 1925a: 31 
13844: latreillei	Megalomyrmex latreillei 	Emery, 1890b: 47 
13845: leoninus	Megalomyrmex leoninus 	Forel, 1885a: 372 
13846: longinoi	Megalomyrmex longinoi 	Boudinot, et al. 2013: 39
13847: megadrifti	Megalomyrmex megadrifti 	Boudinot, et al. 2013: 41
13848: milenae	Megalomyrmex milenae 	Boudinot, et al. 2013: 45
13849: miri	Megalomyrmex miri 	Brandão, 1990b: 452
13850: misionensis	Megalomyrmex (	Wheelerimyrmex) brasiliensis var. misionensis Santschi, 1936d: 405 
13851: modestus	Megalomyrmex modestus 	Emery, 1896g: 94 
13852: mondabora	Megalomyrmex mondabora 	Brandão, 1990b: 442
13853: mondaboroides	Megalomyrmex mondaboroides 	Longino, 2010: 49
13854: myops	Megalomyrmex (	Wheelerimyrmex) myops Santschi, 1925d: 237 
13855: nasutus	Megalomyrmex leoninus r. nasutus 	Forel, 1912g: 13 
13856: nocarina	Megalomyrmex nocarina 	Longino, 2010: 51
13857: osadrifti	Megalomyrmex osadrifti 	Boudinot, et al. 2013: 57
13858: pacova	Megalomyrmex pacova 	Brandão, 1990b: 437
13859: piriana	Megalomyrmex piriana 	Brandão, 1990b: 443
13860: poatan	Megalomyrmex poatan 	Brandão, 1990b: 443
13861: pusillus	Megalomyrmex pusillus 	Forel, 1912g: 15 
13863: reina	Megalomyrmex reina 	Longino, 2010: 53
13864: silvestrii	Megalomyrmex silvestrii 	Wheeler, W.M. 1909b: 235 
13865: sjostedti	Megalomyrmex (	Wheelerimyrmex) sjostedti Wheeler, W.M. 1925a: 30 
13866: staudingeri	Megalomyrmex staudingeri 	Emery, 1890b: 47 
13867: symmetochus	Megalomyrmex (	Cepobroticus) symmetochus Wheeler, W.M. 1925d: 168
13869: tasyba	Megalomyrmex tasyba 	Brandão, 1990b: 446
13870: timbira	Megalomyrmex timbira 	Brandão, 1990b: 439
13871: wallacei	Megalomyrmex wallacei 	Mann, 1916: 445
13872: wettereri	Megalomyrmex wettereri 	Brandão, 2003: 155
13873: weyrauchi	Megalomyrmex weyrauchi 	Kempf, 1970c: 357
13874: wheeleri	Megalomyrmex (	Cepobroticus) wheeleri Weber, 1940a: 425
13877: abyssinica	Ponera abyssinica 	Guérin-Méneville, 1849: 352
13878: amazon	Megaponera foetens var. amazon 	Santschi, 1935b: 257
13882: crassicornis	Ponera crassicornis 	Gerstäcker, 1859: 262 
13883: dohrni	Megaponera dohrni 	Emery, 1902c: 30 
13884: foetens	Formica foetens 	Fabricius, 1793: 354 
13890: beccarii	Melissotarsus beccarii 	Emery, 1877b: 379
13891: compressus	Melissotarsus compressus 	Weber, 1952a: 1
13892: emeryi	Melissotarsus emeryi 	Forel, 1907c: 133 
13894: major	Melissotarsus major 	Santschi, 1919h: 85 
13895: pilipes	Melissotarsus emeryi var. pilipes 	Santschi, 1914b: 71 
13896: titubans	Melissotarsus titubans 	Delage-Darchen, 1972a: 216
13897: weissi	Melissotarsus weissi 	Santschi, 1910c: 356
13900: aeneovirens	Formica aeneovirens 	Lowne, 1865a: 276 
13901: aesopus	Melophorus turneri subsp. aesopus 	Forel, 1910b: 64 
13902: anderseni	Melophorus anderseni 	Agosti, 1998: 163
13903: andersenioides	Melophorus andersenioides 	Heterick, et al. 2017: 149
13904: ankylochaetes	Melophorus ankylochaetes 	Heterick, et al. 2017: 231
13905: argus	Melophorus argus 	Heterick, et al. 2017: 159
13906: bagoti	Melophorus bagoti 	Lubbock, 1883: 52
13907: barbellulatus	Melophorus barbellulatus 	Heterick, et al. 2017: 377
13911: breviscapa	Melophorus ludius r. sulla var. breviscapa 	Forel, 1915b: 89 
13912: bruneus	Melophorus (	Melophorus) brunea McAreavey, 1949: 20
13913: caeruleoviolaceus	Melophorus caeruleoviolaceus 	Heterick, et al. 2017: 331
13914: candida	Melophorus turneri st. candida 	Santschi, 1919a: 328
13915: canus	Melophorus canus 	Heterick, et al. 2017: 84
13916: castaneus	Melophorus castaneus 	Heterick, et al. 2017: 92
13917: castanopus	Melophorus castanopus 	Heterick, et al. 2017: 168
13918: constans	Melophorus constans 	Santschi, 1928e: 475 
13919: cowlei	Camponotus cowlei 	Froggatt, 1896: 387
13921: cuneatus	Melophorus cuneatus 	Heterick, et al. 2017: 175
13922: curtus	Melophorus curtus 	Forel, 1902h: 485 
