species group name	protonym	 Author
3562: femoratus	Formica femorata 	Fabricius, 1804: 397 
3564: fenestralis	Camponotus (	Myrmespera) nasutus var. fenestralis Santschi, 1937a: 65 
3565: ferganensis	Camponotus ferganensis 	Pisarski, 1967: 414
3567: fergusoni	Camponotus fergusoni 	McArthur, 2003: 7
3568: fernandinensis	Camponotus (	Myrmorhachis) planus var. fernandinensis Wheeler, W.M. 1919c: 296 
3569: ferreri	Camponotus (	Myrmamblys) ferreri Forel, 1913e: 671 
3570: ferruginea	Formica ferruginea 	Fabricius, 1798: 279 
3571: ferruginea	Camponotus christi var. ferruginea 	Emery, 1899f: 290 
3573: ferruginipes	Camponotus (	Myrmosaga) ferruginipes Crawley, in Poulton & Crawley, 1922: 125 
3574: fervens	Formica fervens 	Smith, F. 1857a: 55 
3577: festai	Camponotus maculatus subsp. festai 	Emery, 1894d: 1 
3578: festinatus	Formica festinata 	Buckley, 1866: 164 
3583: fezzanensis	Camponotus (	Tanaemyrmex) foleyi subsp. fezzanensis Bernard, 1953a: 190 
3585: fidelis	Camponotus (	Myrmorhachis) planus var. fidelis Wheeler, W.M. 1919c: 295 
3586: fiebrigi	Camponotus fiebrigi 	Forel, 1906d: 247 
3587: fieldeae	Camponotus fieldeae 	Forel, 1902h: 495 
3588: fieldellus	Camponotus fieldellus 	Forel, 1910b: 79 
3589: figaro	Camponotus (	Myrmentoma) figaro Collingwood & Yarrow, 1969: 84
3592: fimbriatipes	Camponotus (	Myrmotrema) fimbriatipes Santschi, 1920g: 181 
3593: fissa	Camponotus (	Myrmothrix) cingulatus var. fissa Stitz, 1933: 72
3594: flavescens	Formica flavescens 	Fabricius, 1793: 353 
3595: flavicomans	Camponotus flavicomans 	Clouse, 2007a: 6
3597: flavidopubescens	Camponotus aeneopilosus var. flavidopubescens 	Forel, 1902h: 504 
3598: flavifemur	Camponotus (	Myrmoturba) maculatus var. flavifemur Santschi, 1937g: 84 
3599: flavobasalis	Camponotus (	Myrmothrix) abdominalis st. mediopallidus var. flavobasalis Santschi, 1936b: 209 
3600: flavocassis	Camponotus (	Myrmamblys) flavocassis Donisthorpe, 1941c: 137 
3601: flavocrines	Camponotus (	Myrmophyma) flavocrines Donisthorpe, 1941j: 207 
3603: flavomarginatus	Camponotus flavomarginatus 	Mayr, 1862: 664 
3606: flavominor	Camponotus (	Tanaemyrmex) maculatus var. flavominor Emery, 1925b: 87
3607: flavonitidus	Camponotus (	Tanaemyrmex) turkestanus var. flavonitidus Emery, 1925b: 101
3608: flavopilosus	Camponotus fulvopilosus var. flavopilosus 	Emery, 1895h: 54 
3609: flavopilosus	Camponotus rufoglaucus subsp. flavopilosus 	Viehmeyer, 1913: 47 
3610: flavopubens	Camponotus (	Tanaemyrmex) melanoticus subsp. flavopubens Emery, 1925b: 81
3611: flavosetosus	Camponotus (	Myrmopiromis) flavosetosus Donisthorpe, 1945d: 271 
3612: flavotestaceus	Camponotus (	Tanaemyrmex) variegatus var. flavotestaceus Donisthorpe, 1948b: 311 
3613: flavotibialis	Camponotus (	Myrmophyma) claripes subsp. orbiculatopunctatus var. flavotibialis Viehmeyer, 1925b: 143 
3614: flavus	Camponotus foraminosus r. flavus 	Stitz, 1916: 397
3616: fletcheri	Camponotus (	Orthonotomyrmex) fletcheri Donisthorpe, 1942g: 250 
3617: flexus	Camponotus flexus 	Mayr, 1862: 671 
3618: floridanus	Formica floridana 	Buckley, 1866: 161 
3621: florius	Camponotus (	Myrmacrhaphe) florius Santschi, 1926c: 608 
3622: foersteri	Camponotus christi r. foersteri 	Forel, 1886f: 185 
3623: foleyi	Camponotus compressus st. foleyi 	Santschi, 1939d: 82
3625: folicola	Camponotus urichii r. folicola 	Forel, 1904c: 47 
3626: foraminosus	Camponotus foraminosus 	Forel, 1879a: 87 
3627: foreli	Camponotus foreli 	Emery, 1881b: 526 
3628: formaster	Camponotus (	Myrmocladoecus) mucronatus subsp. formaster Wheeler, W.M. 1934g: 227 
3629: formiciformis	Camponotus senex r. formiciformis 	Forel, 1885a: 345 
3630: formosae	Camponotus maculatus subsp. taylori var. formosae 	Wheeler, W.M. 1909d: 336 
3633: formosensis	Camponotus punctatissimus subsp. formosensis 	Wheeler, W.M. 1927e: 3 
3634: formosulus	Camponotus (	Myrmobrachys) capperi var. formosulus Wheeler, W.M. 1917g: 468
3635: fornaronis	Camponotus mistura subsp. fornaronis 	Forel, 1892j: 232 
3636: fornasinii	Camponotus maculatus subsp. fornasinii 	Emery, 1895h: 46 
3637: foveolata	Formica foveolata 	Mayr, 1853c: 277 
3638: foveolatus	Camponotus (	Myrmoturba) maculatus r. foveolatus Stitz, 1925: 125 
3639: fragilis	Camponotus fragilis 	Pergande, 1893: 26 
3642: fraseri	Camponotus fraseri 	McArthur, 2008: 119
3643: frater	Camponotus maculatus subsp. fatuus var. frater 	Emery, 1911c: 258 
3644: fraterculus	Camponotus maculatus subsp. fraterculus 	Wheeler, W.M. & Mann, 1914: 50
3647: friedae	Camponotus friedae 	Forel, 1912a: 77 
3649: froggatti	Camponotus froggatti 	Forel, 1902h: 504 
3650: frontalis	Camponotus frontalis 	Pergande, 1896: 862 
3651: fryeri	Camponotus (	Myrmotrema) olivieri st. freyeri Santschi, 1915c: 270 
3653: fryi	Camponotus (	Myrmoturba) maculatus subsp. fryi Mann, 1916: 474
3654: fuchsae	Camponotus abdominalis subsp. fuchsae 	Forel, 1908c: 409 
3656: fugax	Camponotus fugax 	Forel, 1902b: 173 
3657: fuhrmanni	Camponotus (	Myrmoturba) nitens var. furmanni Forel, 1921b: 135 
3658: fulgens	Camponotus coruscus var. fulgens 	Forel, 1885a: 345 
3659: fullawayi	Camponotus reticulatus subsp. fullawayi 	Wheeler, W.M. 1912a: 47 
3660: fulvacea	Formica fulvacea 	Norton, 1868a: 60
3661: fulvicornis	Camponotus westermanni var. fulvicornis 	Emery, 1903: 74
3664: fulvooctonotata	Camponotus maculatus subsp. fulva var. fulvooctonotata 	Forel, 1907d: 93 SEYCHELLES IS; unavailable 
3665: fulvopilosus	Formica fulvopilosa 	De Geer, 1778: 613
3666: fulvulus	Camponotus (	Myrmoturba) medea subsp. fulvula Emery, 1920c: 21 
3667: fulvus	Camponotus maculatus subsp. fulvus 	Emery, 1894a: 72 
3668: fumata	Camponotus (	Tanaemyrmex) abdominalis var. fumata Stitz, 1933: 71 
3669: fumeus	Camponotus (	Myrmoturba) traegaordhi st. fumeus Santschi, 1926b: 252 
3670: fumidus	Camponotus fumidus 	Roger, 1863a: 151 
3673: furnissi	Camponotus ustus var. furnissi 	Wheeler, W.M. & Mann, 1914: 55 
3674: furvus	Camponotus buchholzi var. furva 	Santschi, 1911g: 213 
3675: fusca	Camponotus (	Tanaemyrmex) irritans r. tinctus var. fusca Stitz, 1932b: 736 
3676: fusciceps	Camponotus sexguttatus var. fusciceps 	Emery, 1906c: 192 
3681: fuscivillosus	Camponotus fuscivillosus 	Xiao & Wang, in Wang, C., Xiao, & Wu, 1989a: 225
3682: fuscocinctus	Camponotus rubripes r. fuscocinctus 	Emery, 1888c: 364 
3683: fuscogaster	Camponotus (	Myrmobrachys) pittieri var. fuscogaster Emery, 1920c: 39 
3684: fuscoptera	Formica fuscoptera 	Geoffroy, in Fourcroy, 1785: 452 
3685: fuscus	Camponotus fuscus 	Kim & Kim, 1994: 286
3686: gabonensis	Camponotus (	Myrmacrhaphe) gabonensis Santschi, 1926c: 611
3687: gaetulus	Camponotus (	Myrmoturba) sylvaticus st. barbaricus var. gaetulus Santschi, 1923f: 335 
3688: galla	Camponotus galla 	Forel, 1894b: 68 
3689: gallagheri	Camponotus gallagheri 	Collingwood & Agosti, 1996: 373
3691: galoko	Camponotus galoko 	Rakotonirina, et al. 2016: 124
3692: gambeyi	Camponotus gambeyi 	Emery, 1883: 145 
3693: gamma	Camponotus (	Tanaemyrmex) wellmani var. gamma Santschi, 1926b: 257 
3694: ganzii	Camponotus (	Myrmamblys) chapini subsp. ganzii Weber, 1943c: 386 
3695: garbei	Camponotus (	Myrmoturba) bonariensis st. garbei Santschi, 1922c: 102 
3696: gaullei	Camponotus gaullei 	Santschi, 1911e: 128 
3698: geayi	Camponotus (	Pseudocolobopsis) geayi Santschi, 1922c: 117
3699: genaiai	Camponotus (	Myrmamblys) itoi var. genaiai Santschi, 1928b: 41 
3700: genatus	Camponotus (	Neomyrmamblys) genatus Santschi, 1922c: 114
3701: gentingensis	Camponotus (	Karavaievia) gentingensis Dumpert, in Dumpert, Maschwitz, et al., 1995: 94
3702: georgei	Camponotus (	Myrmoturba) maculatus st. arnoldius [sic] var. georgei Santschi, 1923e: 290
3703: geralensis	Camponotus (	Pseudocolobopsis) macrocephalus subsp. geralensis Emery, 1920c: 36 
3705: gerberti	Camponotus (	Tanaemyrmex) gerberti Donisthorpe, 1949e: 271 
3706: germaini	Camponotus germaini 	Emery, 1903: 71
3707: gestiens	Camponotus (	Myrmamblys) reticulatus r. gestiens Forel, 1915a: 39 
3708: gestroi	Camponotus gestroi 	Emery, 1878b: 44
3711: gibber	Camponotus quadrimaculatus var. gibber 	Forel, 1891b: 59 
3712: gibbinotus	Camponotus gibbinotus 	Forel, 1902h: 498 
3713: gibbosus	Camponotus (	Myrmamblys) gibbosus Karavaiev, 1929c: 240
3714: gigas	Formica gigas 	Leach, 1825: 292 
3716: gilviceps	Camponotus gilviceps 	Roger, 1863b: 3
3717: gilvigaster	Camponotus (	Myrmeurynota) heathi var. gilvigaster Wheeler, W.M. 1923a: 5 
3718: gilvinotata	Camponotus (	Myrmoturba) maculatus r. subnudus var. gilvinotata Forel, 1913k: 126 
3719: gilviventris	Camponotus gilviventris 	Roger, 1863a: 145 
3720: glaber	Camponotus (	Tanaemyrmex) aethiops var. glaber Emery, 1925b: 97
3721: glabrisquamis	Camponotus glabrisquamis 	Emery, 1911c: 255 
3723: godmani	Camponotus godmani 	Forel, 1899c: 143 
3724: goeldii	Camponotus goeldii 	Forel, 1894d: 43
3725: gombaki	Camponotus (	Karavaievia) gombaki Dumpert, 1986: 563
3726: gouldi	Camponotus egregius r. gouldi 	Forel, 1886c: civ 
3727: gouldianus	Camponotus (	Myrmophyma) gouldianus Forel, 1922: 100 
3729: graciliceps	Dendromyrmex graciliceps 	Viehmeyer, 1916b: 290 
3732: grandior	Camponotus (	Myrmotrema) foraminosus r. perrisii var. grandior Forel, 1913b: 342 
3733: granulatus	Dolichoderus granulatus 	Pergande, 1896: 866 
3734: grasi	Camponotus (	Tanaemyrmex) foleyi subsp. grasi Bernard, 1953a: 191 
3735: greeni	Camponotus greeni 	Forel, 1911a: 54 
3736: grenadensis	Camponotus sexguttatus var. grenadensis 	Forel, 1897b: 297 
3737: gretae	Camponotus gretae 	Forel, 1902d: 288 
3738: griqua	Camponotus (	Myrmespera) transvaalensis subsp. griqua Arnold, 1952a: 465 
3740: griseus	Phasmomyrmex buchneri var. griseus 	Santschi, 1937b: 103 
3741: guanchus	Camponotus sicheli var. guancha 	Santschi, 1908: 534 
3743: guatemalensis	Camponotus sylvaticus r. guatemalensis 	Forel, 1885a: 364 
3744: guayapa	Camponotus guayapa 	Kusnezov, 1952d: 211 
3745: guidae	Camponotus guidae 	McArthur, 2007b: 107
3749: guyanensis	Dendromyrmex apicalis var. guyanensis 	Santschi, 1921g: 101 
3750: habereri	Camponotus habereri 	Forel, 1911e: 293 
3752: haematocephalus	Camponotus haematocephalus 	Emery, 1903: 78 
3753: haereticus	Camponotus (	Myrmotrema) foraminosus st. haereticus Santschi, 1914d: 382 
3754: hagensii	Camponotus rubripes r. hagensii 	Forel, 1886f: 158 
3755: hagensi	Camponotus hagensi 	Santschi, 1922c: 101 
3756: hagmanni	Camponotus hagmanni 	Santschi, 1922d: 262 
3757: hannae	Camponotus (	Myrmoturba) maculatus st. hannae Santschi, 1919a: 349
3759: hannani	Camponotus hannani 	Forel, 1899c: 131 
3760: hansingi	Camponotus maculatus subsp. liengmei var. hansingi 	Forel, 1910e: 452 
3761: hapi	Camponotus (	Myrmamblys) hapi Weber, 1943c: 386
3762: haroi	Camponotus haroi 	Espadaler, 1997b: 37
3763: hartogi	Camponotus hartogi 	Forel, 1902h: 500 
3764: hastifer	Camponotus hastifer 	Emery, 1911c: 254 
3765: havilandi	Camponotus (	Myrmophyma) havilandi Arnold, 1922: 666 
3766: hawaiensis	Camponotus (	Myrmoturba) variegatus subsp. hawaiensis Emery, 1920c: 7
3769: haytianus	Camponotus maculatus subsp. haytianus 	Wheeler, W.M. & Mann, 1914: 48
3770: heathi	Camponotus (	Myrmeurynota) heathi Mann, 1916: 481
3771: hedwigae	Camponotus hedwigae 	Forel, 1912i: 79 
3772: heidrunvogtae	Camponotus heidrunvogtae 	Seifert, 2019b: 29
3773: heliades	Camponotus (	Myrmoturba) punctulatus st. termitaria var. heliades Santschi, 1922b: 377 
3774: helleri	Camponotus helleri 	Emery, 1903: 66 
3775: hellmichi	Camponotus (	Tanaemyrmex) morosus var. hellmichi Menozzi, 1935c: 331 
3776: helvus	Camponotus helvus 	Xiao & Wang, in Wang, C., Xiao & Wu, 1989b: 322
3777: hemichlaena	Camponotus obscuripes subsp. hemichlaena 	Yasumatsu & Brown, 1951: 40 
3778: hemipsila	Formica hemipsila 	Foerster, 1850b: 492 
3780: hephaestus	Camponotus (	Myrmocladoecus) planus var. hephaestus Wheeler, W.M. 1933a: 59 
3782: herculeanoligniperdus	Camponotus herculeanus var. herculeanoligniperdus 	Forel, 1874: 39 
3783: herculeanopennsylvanicus	Camponotus herculeanus var. herculeanopennsylvanicus 	Forel, 1879a: 57 
3784: herculeanus	Formica herculeana 	Linnaeus, 1758: 579 
3787: hermanni	Camponotus hermanni 	Emery, 1911a: 221 
3788: herodes	Camponotus (	Myrmoturba) compressus st. thoracicus var. herodes Santschi, 1938a: 42 
3789: heros	Camponotus (	Tanaemyrmex) heros Santschi, 1926b: 253 
3790: herrichi	Formica herrichi 	Mayr, 1853b: 113 
3791: hertigi	Camponotus (	Myrmotrema) avius var. hertigi Santschi, 1937d: 244 
3792: hesperius	Camponotus maculatus r. hesperius 	Emery, 1893c: 85 
3793: heteroclitus	Camponotus heteroclitus 	Forel, 1895c: 243 
3794: hians	Camponotus quadrisectus subsp. hians 	Forel, 1907a: 32 
3795: hieroglyphicus	Camponotus maculatus st. hieroglyphicus 	Santschi, 1917b: 290 
3797: hildebrandti	Camponotus hildebrandti 	Forel, 1886f: 161 
3798: himalayanus	Camponotus marginatus var. himalayanus 	Forel, 1893b: 431 
3800: hippocrepis	Camponotus (	Myrmorhachis) hippocrepis Emery, 1920c: 48
3801: hirsutinasus	Camponotus (	Myrmocladoecus) mucronatus subsp. hirsutinasus Wheeler, W.M. 1934g: 226 
3802: hirtus	Camponotus (	Myrmentoma) hirtus Karaman, C. & Aktaç, 2013: 45
3803: hispidus	Camponotus punctulatus var. hispida 	Emery, 1906c: 190 
3804: hoelldobleri	Camponotus hoelldobleri 	Cagniant, 1991a: 37
3806: hoelldobleri	Camponotus (	Karavaievia) hoelldobleri Dumpert, in Dumpert, Maschwitz & Weissflog, 2006: 71
3807: hoggarensis	Camponotus (	Myrmoturba) seurati var. hoggarensis Santschi, 1929c: 104
3808: hoggarensis	Camponotus (	Tanaemyrmex) foleyi subsp. hoggarensis Bernard, 1953a: 191 
3810: holmgreni	Camponotus (	Myrmepomis) sericeiventris var. holmgreni Wheeler, W.M. 1931c: 93 
3811: holosericeus	Camponotus holosericeus 	Emery, 1889b: 515 
3812: holzi	Camponotus holzi 	Forel, 1921b: 134 
3813: honaziensis	Camponotus (	Myrmentoma) honaziensis Karaman, C. & Aktaç, 2013: 46
3814: hondurianus	Camponotus (	Myrmorhachis) quadrilaterus var. hondurianus Mann, 1922: 53 
3815: hongkongensis	Camponotus maculatus subsp. hongkongensis 	Forel, 1912n: 62 
3816: honorus	Camponotus carbo subsp. honorus 	Forel, 1910c: 268 
3817: hoodensis	Camponotus (	Myrmamblys) macilentus var. hoodensis Wheeler, W.M. 1919c: 285 
3819: hoplites	Camponotus (	Myrmocamelus) hoplites Emery, 1914f: 426
3821: horni	Camponotus (	Tanaemyrmex) horni Clark, 1930c: 20 
3825: hospes	Iridomyrmex hospes 	Emery, 1884b: 64
3826: hova	Camponotus maculatus r. hova 	Forel, 1891b: 35
3827: hovahovoides	Camponotus hovahovoides 	Forel, 1892l: 232 
3829: hovoides	Camponotus radamae var. hovoides 	Dalla Torre, 1893: 249
3833: humilior	Camponotus maculatus var. humilior 	Forel, 1902h: 497 
3835: husseini	Camponotus husseini 	Dietrich, 2004: 328
3836: hyalinipennis	Camponotus marginatus var. hyalinipennis 	Costa, 1884: 56 
3837: hyatti	Camponotus hyatti 	Emery, 1893i: 680
3840: hybridus	Camponotus tenuiscapus r. hybridus 	Forel, 1901h: 69 
3841: hyksos	Camponotus (	Myrmoturba) maculatus st. aegyptiacus var. hyksos Santschi, 1938a: 41 
3842: hypoclineoides	Camponotus (	Myrmosphincta) hypoclineoides Wheeler, W.M. 1919e: 112 
3843: icarus	Camponotus icarus 	Forel, 1912n: 66 
3844: ifranensis	Camponotus vagus subsp. ifranensis 	Cagniant, 1987b: 117
3847: igniceps	Camponotus sericeus r. peguensis var. igniceps 	Forel, 1913e: 664 
3849: iheringi	Camponotus iheringi 	Forel, 1908c: 412 
3850: ilgii	Camponotus ilgii 	Forel, 1894b: 64 
3851: illitus	Camponotus fumidus var. illitus 	Wheeler, W.M. & Mann, 1914: 51
3852: imbecillus	Camponotus fumidus var. imbecillus 	Wheeler, W.M. & Mann, 1914: 52 
3853: imberbis	Camponotus punctulatus subsp. imberbis 	Emery, 1906c: 190 
3854: imerinensis	Camponotus dufouri var. imerinensis 	Forel, 1891b: 18 
3856: imitator	Camponotus imitator 	Forel, 1891b: 209
3858: immaculatus	Camponotus quadrimaculatus var. immaculatus 	Forel, 1892l: 233 
3859: immaculifrons	Camponotus (	Myrmoturba) maculatus st. pictiventris var. immaculifrons Santschi, 1919a: 349 
3860: immigrans	Camponotus (	Myrmothrix) immigrans Santschi, 1914a: 436 
3861: imparilis	Camponotus (	Myrmamblys) reticulatus r. imparilis Forel, 1915a: 40 
3862: impatibilis	Camponotus maculatus r. impatibilis 	Forel, 1899c: 135 
3864: imperator	Camponotus caesar subsp. imperator 	Emery, 1899e: 503
3866: imperator	Camponotus (	Myrmepomis) sericeiventris subsp. imperator Wheeler, W.M. 1934f: 140 
3867: impetuosa	Formica impetuosa 	Smith, F. 1858b: 18 
3869: impolitus	Camponotus foreli r. impolitus 	Forel, 1902a: 158 
3870: importunoides	Camponotus (	Myrmoturba) maculatus r. liengmei var. importunoides Forel, 1914d: 249 
3871: importunus	Camponotus maculatus subsp. importunus 	Forel, 1911e: 288
3872: impressilabris	Camponotus (	Myrmotemnus) impressilabris Stitz, 1938: 117
3873: improprius	Colobopsis impropria 	Forel, 1879a: 125 
3874: inaequalis	Camponotus inaequalis 	Roger, 1863a: 147 
3875: inca	Camponotus inca 	Emery, 1903: 75
3877: incensus	Camponotus (	Tanaemyrmex) incensus Wheeler, W.M. 1932a: 14 
3878: incommoda	Camponotus (	Myrmoturba) maculatus r. thoracicus var. incommoda Forel, 1914d: 250 
3879: inconspicuus	Camponotus inconspicuus 	Mayr, 1872: 136 
3880: inconstans	Camponotus (	Myrmamblys) tokioensis var. inconstans Santschi, 1937h: 385 
3881: incurviclypea	Camponotus incurviclypea 	Xia & Zheng, 1997a: 64
3882: indefessa	Formica indefessa 	Sykes, 1835: 104
3883: indefessus	Camponotus (	Myrmorhachis) planus var. indefessus Wheeler, W.M. 1919c: 294 
3884: indefinitus	Camponotus (	Tanaemyrmex) indefinitus Karavaiev, 1929c: 235
3886: indeflexus	Formica indeflexa 	Walker, 1859: 373 
3887: indianus	Camponotus sylvaticus r. indianus 	Forel, 1879a: 68 
3888: indicatus	Camponotus (	Myrmoturba) fumidus st. indicatus Santschi, 1922c: 100 
3890: inezae	Camponotus (	Dinomyrmex) inezae Forel, 1913k: 122
3891: infelix	Camponotus (	Myrmotrema) olivieri st. infelix Santschi, 1915c: 270 
3892: inferior	Camponotus (	Tanaemyrmex) irritans var. inferior Emery, 1925b: 93
3893: infernalis	Camponotus maculatus subsp. vicinus var. infernalis 	Wheeler, W.M. 1910d: 305 
3895: inflatus	Camponotus inflatus 	Lubbock, 1880: 186
3897: infrasquameus	Camponotus (	Myrmoturba) maculatus st. infrasquameus Santschi, 1926b: 249 
3898: infuscoides	Camponotus taylori var. infuscoides 	Bingham, 1903: 354
3899: infuscus	Camponotus maculatus r. infuscus 	Forel, 1892j: 242 
3900: inlex	Camponotus cameranoi var. inlex 	Forel, 1901d: 302 
3901: innexus	Camponotus innexus 	Forel, 1902h: 499 
3903: innocens	Camponotus trapeziceps var. innocens 	Forel, 1909a: 264 
3904: inquilinus	Camponotus (	Myrmamblys) inquilinus Zettel & Laciny, in Zettel, Balàka, et al. 2018: 130
3905: insignis	Camponotus (	Myrmamblys) scipio var. insignis Santschi, 1922c: 120 
3906: insipidus	Camponotus insipidus 	Forel, 1893d: 454 
3907: insularis	Camponotus (	Myrmotrema) perrisii var. insularis Stitz, 1916: 399
3908: integellus	Camponotus integellus 	Forel, 1899c: 150 
3909: integer	Camponotus sericeus var. integer 	Forel, 1895e: 454 
3910: interjectus	Camponotus interjectus 	Mayr, 1877: 4 
3912: intermedia	Formica intermedia 	Zetterstedt, 1838: 448 
3913: intermedius	Camponotus herculeanus subsp. shitkovi var. intermedius 	Ruzsky, 1914b: 100 
3914: intonsus	Camponotus maculatus subsp. intonsus 	Emery, 1905d: 29 
3915: intrans	Camponotus maculatus subsp. intrans 	Forel, 1911a: 49 
3916: intrepidus	Formica intrepida 	Kirby, W. 1819: 477 
3918: intuens	Camponotus (	Myrmosericus) vestitus var. intuens Santschi, 1926b: 258
3923: iota	Camponotus (	Tanaemyrmex) pompeius var. iota Santschi, 1926b: 257 
3924: irakensis	Camponotus (	Tanaemyrmex) compressus subsp. irakensis Menozzi, 1927e: 117
3925: iridis	Camponotus (	Neomyrmamblys) iridis Santschi, 1922c: 115 
3926: irredux	Camponotus irredux 	Forel, 1910f: 30 
3927: irritabilis	Formica irritabilis 	Smith, F. 1857a: 56 
3928: irritans	Formica irritans 	Smith, F. 1857a: 55 
3931: isabelensis	Camponotus (	Myrmorhachis) planus var. isabelensis Wheeler, W.M. 1919c: 293 
3932: isabellae	Camponotus isabellae 	Forel, 1909e: 399 
3934: isthmicus	Dendromyrmex fabricii subsp. isthmicus 	Weber, 1943b: 76 
3935: itoi	Camponotus (	Myrmamblys) itoi Forel, 1912l: 340 
3938: jacob	Camponotus (	Myrmotrema) auropubens var. jacob Santschi, 1915c: 275 
3939: jacobensis	Camponotus (	Myrmamblys) macilentus var. jacobensis Wheeler, W.M. 1919c: 280 
3941: jacuticus	Camponotus (	Camponotus) herculeanus var. jacuticus Karavaiev, 1929b: 210 
3942: jagori	Camponotus (	Myrmamblys) reticulatus r. jagori Stitz, 1925: 126 
3943: jaliensis	Camponotus oertzeni var. jaliensis 	Dalla Torre, 1893: 246
3944: jalpiguri	Camponotus jalpiguri 	Forel, 1902d: 287 
3945: jamaicensis	Camponotus (	Myrmoturba) maculatus subsp. jamaicensis Wheeler, W.M. 1917g: 465
3946: janeti	Camponotus janeti 	Forel, 1895f: 417 
3948: janforrestae	Camponotus janforrestae 	McArthur & Shattuck, 2001: 36
3949: janitor	Camponotus (	Colobopsis) paradoxus subsp. janitor Forel, 1908c: 415 
3950: janus	Camponotus petersi var. janus 	Forel, 1911e: 228 
3961: jason	Camponotus maculatus r. jason 	Forel, 1912i: 70 
3963: jeanneli	Camponotus (	Myrmosaga) jeanneli Santschi, 1914b: 137
3964: jeholensis	Camponotus herculeanus var. jeholensis 	Teranishi, 1936: 4 
3965: jejuensis	Camponotus jejuensis 	Kim & Kim, 1986: 140
3966: jejunus	Camponotus (	Tanaemyrmex) langi var. jejunus Santschi, 1926b: 254 
3968: jianghuaensis	Camponotus jianghuaensis 	Xiao & Wang, in Wang, C., Xiao & Wu, 1989b: 321
3969: jizani	Camponotus jizani 	Collingwood, 1985: 281
3970: jodina	Camponotus jodina 	Rasoamanana, et al. 2017: 139
3973: jucundus	Camponotus perrisii st. jucundus 	Santschi, 1911g: 216 
3974: judithmorrisae	Camponotus judithmorrisae 	McArthur, 2008: 121
3975: jugurtha	Camponotus (	Tanaemyrmex) solon var. jugurtha Emery, 1925b: 100
3976: juliae	Camponotus juliae 	Emery, 1903: 68
3979: kairouana	Camponotus (	Myrmoturba) sylvaticus st. barbarus var. kairouana Santschi, 1921d: 72 
3982: kamensis	Camponotus marginatus var. kamensis 	Ruzsky, 1903b: 302 
3983: kappariensis	Camponotus oertzeni var. kappariensis 	Dalla Torre, 1893: 246
3987: kaschgariensis	Camponotus maculatus r. kaschgariensis 	Forel, 1901h: 67 
3988: kattensis	Camponotus dichrous var. kattensis 	Bingham, 1903: 356
3989: kaura	Camponotus kaura 	Snelling & Torres, 1998: 5
3990: kefir	Camponotus (	Tanaemyrmex) kefir Ionescu-Hirsch, 2010: 76
3991: keiferi	Camponotus (	Camponotus) keiferi Wheeler, W.M. 1934f: 137 
3992: keihitoi	Camponotus fallax var. keihitoi 	Forel, 1913e: 663 
3993: kelleri	Camponotus kelleri 	Forel, 1886f: 186 
3996: keralensis	Camponotus (	Tanaemyrmex) keralensis Karmaly & Narendran, 2006: 78
3997: kersteni	Camponotus kersteni 	Gerstäcker, 1871: 355 
3998: khaosokensis	Camponotus (	Karavaievia) khaosokensis Dumpert, 2006: 89
3999: kiesenwetteri	Formica (	Hypoclinea) kiesenwetteri Roger, 1859: 241 
4002: kiusiuensis	Camponotus (	Paramyrmamblys) kiusiuensis Santschi, 1937h: 379
4003: klaesii	Rhinomyrmex klaesii 	Forel, 1886f: 193 
4004: klugii	Camponotus bedoti var. klugii 	Emery, 1895h: 51 
4005: knysnae	Camponotus (	Myrmoturba) maculatus r. knysnae Arnold, 1922: 642 
4006: kodorica	Camponotus vagus var. kodorica 	Forel, 1913a: 145 
4007: kohli	Camponotus (	Dinomyrmex) aequatorialis r. kohli Forel, 1915c: 349 
4008: kollbrunneri	Camponotus chrysurus subsp. kollbrunneri 	Forel, 1910c: 268 
4009: kolthoffi	Camponotus (	Myrmentoma) kolthoffi Stitz, 1934: 4
4010: kopetdaghensis	Camponotus (	Myrmentoma) kopetdaghensis Dlussky & Zabelin, 1985: 236
4011: koreanus	Camponotus herculeanus subsp. herculeanus var. koreanus 	Teranishi, 1940: 71 
4012: korthalsiae	Camponotus korthalsiae 	Emery, 1887a: 220
4013: koseritzi	Camponotus tenuiscapus r. koseritzi 	Emery, 1888c: 366 
4014: kosswigi	Camponotus (	Orthonotomyrmex) kosswigi Donisthorpe, 1950c: 68 
4016: kraepelini	Camponotus kraepelini 	Forel, 1901h: 73 
4019: kugleri	Camponotus (	Tanaemyrmex) kugleri Ionescu-Hirsch, 2010: 78
4022: kutteri	Camponotus (	Myrmamblys) kutteri Forel, 1915a: 40 
4023: kutterianus	Camponotus kutterianus 	Baroni Urbani, 1972: 132
4024: kwansienensis	Camponotus (	Myrmamblys) itoi subsp. kwansienensis Viehmeyer, 1922: 216 
4025: laboriosa	Formica laboriosa 	Smith, F. 1858b: 32 
4029: lamarckii	Camponotus lamarckii 	Forel, 1892j: 236 
4030: lamborni	Camponotus (	Myrmotrema) lamborni Donisthorpe, 1933b: 196 
4033: lamosy	Camponotus lamosy 	Rakotonirina & Fisher, 2018: 32
4034: lancifer	Camponotus lancifer 	Emery, 1894c: 172
4035: landolti	Camponotus sexguttatus r. landolti 	Forel, 1879a: 71 
4036: langi	Camponotus (	Dinomyrmex) langi Wheeler, W.M. 1922a: 241
