Subfamily	Genus	Species	Subspecies	Current valid name
Dorylinae	Cerapachys	australis		Cerapachys edentatus
Dorylinae	Cerapachys	bicolor		Cerapachys longitarsus
Dorylinae	Cerapachys	butteli		Cerapachys sulcinodis
Dorylinae	Cerapachys	castaneus		Cerapachys clarki
Dorylinae	Cerapachys	clarus		Cerapachys princeps
Dorylinae	Cerapachys	cooperi	congolensis	Cerapachys nkomoensis
Dorylinae	Cerapachys	cooperi		Cerapachys afer
Dorylinae	Cerapachys	cooperi		Cerapachys longitarsus
Dorylinae	Cerapachys	cooperi		Cerapachys vespula
Dorylinae	Cerapachys	dohertyi	parvula	Cerapachys dohertyi
Dorylinae	Cerapachys	dromus		Cerapachys fervidus
Dorylinae	Cerapachys	eidmanni		Cerapachys nkomoensis
Dorylinae	Cerapachys	emeryi		Cerapachys aranus
Dorylinae	Cerapachys	fici		Cerapachys fervidus
Dorylinae	Cerapachys	flavescens		Cerapachys fervidus
Dorylinae	Cerapachys	hewitti		Cerapachys suscitatus
Dorylinae	Cerapachys	ierensis		Cerapachys biroi
Dorylinae	Cerapachys	inconspicuus		Cerapachys incontentus
Dorylinae	Cerapachys	jacobsoni	sumatrensis	Cerapachys jacobsoni
Dorylinae	Cerapachys	jacobsoni		Cerapachys crawleyi
Dorylinae	Cerapachys	langi		Cerapachys foreli
Dorylinae	Cerapachys	leae		Cerapachys fervidus
Dorylinae	Cerapachys	longitarsus	australis	Cerapachys longitarsus
Dorylinae	Cerapachys	longitarsus	parva	Cerapachys longitarsus
Dorylinae	Cerapachys	mayri	brachynodus	Cerapachys mayri
Dorylinae	Cerapachys	mirandus		Cerapachys crawleyi
Dorylinae	Cerapachys	negrosensis		Cerapachys rufithorax
Dorylinae	Cerapachys	newmani		Cerapachys fervidus
Dorylinae	Cerapachys	nitida		Cerapachys nitidulus
Dorylinae	Cerapachys	nitida		Cerapachys rufithorax
Dorylinae	Cerapachys	occipitalis		Cerapachys foreli
Dorylinae	Cerapachys	opacus	longicornis	Cerapachys opacus
Dorylinae	Cerapachys	peringueyi	latiuscula	Cerapachys peringueyi
Dorylinae	Cerapachys	pigra		Cerapachys lamborni
Dorylinae	Cerapachys	pygmaeus		Cerapachys longitarsus
Dorylinae	Cerapachys	reticulatus		Cerapachys latus
Dorylinae	Cerapachys	risii		Cerapachys sulcinodis
Dorylinae	Cerapachys	roberti		Cerapachys wroughtoni
Dorylinae	Cerapachys	santschii		Cerapachys foreli
Dorylinae	Cerapachys	scrutator		Cerapachys fervidus
Dorylinae	Cerapachys	seini		Cerapachys biroi
Dorylinae	Cerapachys	silvestrii		Cerapachys biroi
Dorylinae	Cerapachys	sinensis		Cerapachys biroi
Dorylinae	Cerapachys	singularis	rotula	Cerapachys singularis
Dorylinae	Cerapachys	terricola	tulagi	Cerapachys terricola
Dorylinae	Cerapachys	vandermeermohri		Cerapachys jacobsoni
Dorylinae	Cerapachys	variolosus		Cerapachys sudanensis
Dorylinae	Cerapachys	wheeleri		Cerapachys antennatus
Dorylinae	Cerapachys	wroughtoni	rhodesiana	Cerapachys wroughtoni
Dorylinae	Cheliomyrmex	morosum	payarum	Cheliomyrmex morosus
Dorylinae	Cheliomyrmex	morosum	ursinum	Cheliomyrmex andicola
Dorylinae	Cheliomyrmex	nortoni		Cheliomyrmex morosus
Dorylinae	Cylindromyrmex	parallelus		Cylindromyrmex meinerti
Dorylinae	Cylindromyrmex	schmidti		Cylindromyrmex whymperi
Dorylinae	Cylindromyrmex	striatus	tibialis	Cylindromyrmex whymperi
Dorylinae	Cylindromyrmex	williamsi		Cylindromyrmex whymperi
Dorylinae	Dorylus	antinorii		Dorylus nigricans molestus
Dorylinae	Dorylus	attenuatus	umbratipennis	Dorylus attenuatus
Dorylinae	Dorylus	breviceps		Dorylus laevigatus
Dorylinae	Dorylus	brevinodosus	abyssinicus	Dorylus affinis aegyptiacus
Dorylinae	Dorylus	clausii		Dorylus fulvus
Dorylinae	Dorylus	curtisii		Dorylus orientalis
Dorylinae	Dorylus	dahlbomii		Dorylus fulvus
Dorylinae	Dorylus	dorylus		Dorylus helvolus
Dorylinae	Dorylus	europaea		Dorylus helvolus
Dorylinae	Dorylus	fulvus	impressus	Dorylus fulvus mordax
Dorylinae	Dorylus	fulvus	rhodesiae	Dorylus fulvus badius
Dorylinae	Dorylus	fulvus	stramineus	Dorylus fulvus dentifrons
Dorylinae	Dorylus	fuscus		Dorylus orientalis
Dorylinae	Dorylus	gerstaeckeri	quadratus	Dorylus kohli
Dorylinae	Dorylus	gerstaeckeri		Dorylus gribodoi
Dorylinae	Dorylus	glaberrima		Dorylus laevigatus
Dorylinae	Dorylus	gribodoi	confusa	Dorylus gribodoi
Dorylinae	Dorylus	gribodoi	insularis	Dorylus gribodoi
Dorylinae	Dorylus	helvolus	impressus	Dorylus braunsi
Dorylinae	Dorylus	hindostanus		Dorylus labiatus
Dorylinae	Dorylus	homalinus		Dorylus fulvus juvenculus
Dorylinae	Dorylus	kirbii		Dorylus fulvus
Dorylinae	Dorylus	klugi		Dorylus laevigatus
Dorylinae	Dorylus	laeviceps		Dorylus labiatus
Dorylinae	Dorylus	lamottei		Dorylus gribodoi
Dorylinae	Dorylus	longicornis		Dorylus orientalis
Dorylinae	Dorylus	nigritarsis		Dorylus wilverthi
Dorylinae	Dorylus	nomadas		Dorylus wilverthi
Dorylinae	Dorylus	oberthueri		Dorylus orientalis
Dorylinae	Dorylus	oraniensis	brevinodosus	Dorylus affinis
Dorylinae	Dorylus	oraniensis		Dorylus fulvus juvenculus
Dorylinae	Dorylus	planiceps		Dorylus affinis
Dorylinae	Dorylus	planifrons		Dorylus helvolus
Dorylinae	Dorylus	pubescens		Dorylus nigricans arcens
Dorylinae	Dorylus	punctata		Dorylus helvolus
Dorylinae	Dorylus	ritsemae		Dorylus atriceps
Dorylinae	Dorylus	shuckardi		Dorylus atriceps
Dorylinae	Dorylus	shuckardi		Dorylus fulvus
Dorylinae	Dorylus	spinolae		Dorylus fulvus
Dorylinae	Dorylus	thwaitsii		Dorylus fulvus
Dorylinae	Eciton	amazona		Eciton hamatum
Dorylinae	Eciton	angustatum	reichenspergeri	Eciton vagans dubitatum
Dorylinae	Eciton	bellicosum		Eciton drepanophorum
Dorylinae	Eciton	brunnea		Eciton vagans angustatum
Dorylinae	Eciton	burchelli	infumatum	Eciton burchellii parvispinum
Dorylinae	Eciton	burchelli	jeanae	Eciton burchellii cupiens
Dorylinae	Eciton	burchelli	viator	Eciton burchellii foreli
Dorylinae	Eciton	curvidentata		Eciton hamatum
Dorylinae	Eciton	dulcius	jujuyensis	Eciton dulcium
Dorylinae	Eciton	fargeavii		Eciton quadriglume
Dorylinae	Eciton	ferox		Eciton drepanophorum
Dorylinae	Eciton	hamatum	funesta	Eciton hamatum
Dorylinae	Eciton	hamatum	mattogrossensis	Eciton hamatum
Dorylinae	Eciton	hamatum	quitensis	Eciton drepanophorum
Dorylinae	Eciton	hirsutum		Eciton dulcium
Dorylinae	Eciton	integrum		Eciton vagans
Dorylinae	Eciton	lugubris		Eciton quadriglume
Dorylinae	Eciton	pittieri		Eciton hamatum
Dorylinae	Eciton	rogeri		Eciton mexicanum
Dorylinae	Eciton	simillima		Eciton vagans
Dorylinae	Eciton	testacea		Eciton hamatum
Dorylinae	Eciton	vagans	francanum	Eciton vagans dubitatum
Dorylinae	Eciton	velutatus		Eciton jansoni
Dorylinae	Labidus	atriceps		Labidus coecus
Dorylinae	Labidus	coecum	biloba	Labidus coecus
Dorylinae	Labidus	coecum	elsbethae	Labidus coecus
Dorylinae	Labidus	coecum	kulowi	Labidus coecus
Dorylinae	Labidus	coecum	nero	Labidus mars
Dorylinae	Labidus	coecum	opacifrons	Labidus coecus
Dorylinae	Labidus	erratica		Labidus coecus
Dorylinae	Labidus	fulvescens		Labidus coecus
Dorylinae	Labidus	grassator		Labidus coecus
Dorylinae	Labidus	incerta		Labidus coecus
Dorylinae	Labidus	jurinii		Labidus coecus
Dorylinae	Labidus	latreillii	Jurine	Labidus coecus
Dorylinae	Labidus	nigrita		Labidus coecus
Dorylinae	Labidus	panzeri		Labidus coecus
Dorylinae	Labidus	pilosus		Labidus coecus
Dorylinae	Labidus	praedator	emiliae	Labidus praedator
Dorylinae	Labidus	praedator	guianense	Labidus praedator
Dorylinae	Labidus	rubra		Labidus coecus
Dorylinae	Labidus	saji		Labidus coecus
Dorylinae	Labidus	selysi		Labidus coecus
Dorylinae	Labidus	serpentis		Labidus coecus
Dorylinae	Labidus	servillei		Labidus coecus
Dorylinae	Labidus	smithii		Labidus coecus
Dorylinae	Labidus	tepeguas	ferruginea	Labidus praedator
Dorylinae	Labidus	tepeguas		Labidus praedator
Dorylinae	Labidus	vastator		Labidus coecus
Dorylinae	Labidus	westwoodi		Labidus praedator
Dorylinae	Neivamyrmex	abstinens		Neivamyrmex raptor
Dorylinae	Neivamyrmex	amplipennis		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	angustinode	haskinsi	Neivamyrmex emersoni
Dorylinae	Neivamyrmex	arizonense		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	aztecum		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	californicum	obscura	Neivamyrmex californicus
Dorylinae	Neivamyrmex	clavicornis		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	colombi		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	commutatum		Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	connectens		Neivamyrmex walkerii
Dorylinae	Neivamyrmex	emeryi	exagona	Neivamyrmex emeryi
Dorylinae	Neivamyrmex	enzmanni		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	fallax		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	fiebrigi	columbicum	Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	fiebrigi		Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	filicorne		Neivamyrmex jerrmanni
Dorylinae	Neivamyrmex	fonscolombii		Neivamyrmex pertii
Dorylinae	Neivamyrmex	frontalis		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	goyahkla		Neivamyrmex ndeh
Dorylinae	Neivamyrmex	gravenhorstii		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	hetschkoi	ogloblini	Neivamyrmex hetschkoi
Dorylinae	Neivamyrmex	ierense		Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	illigeri		Neivamyrmex pertii
Dorylinae	Neivamyrmex	isodentatus		Neivamyrmex moseri
Dorylinae	Neivamyrmex	latiscapum	hospes	Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	latiscapum	nocua	Neivamyrmex guyanensis
Dorylinae	Neivamyrmex	latreillii	Perty	Neivamyrmex pertii
Dorylinae	Neivamyrmex	legionis	crenulatum	Neivamyrmex cristatus
Dorylinae	Neivamyrmex	lemoulti		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	leptognathum	mesognathum	Neivamyrmex falcifer
Dorylinae	Neivamyrmex	luederwaldti		Neivamyrmex jerrmanni
Dorylinae	Neivamyrmex	macropterus		Neivamyrmex fuscipennis
Dorylinae	Neivamyrmex	marginatum		Neivamyrmex adnepos
Dorylinae	Neivamyrmex	melanocephalum	xipe	Neivamyrmex melanocephalus
Dorylinae	Neivamyrmex	melshaemeri	desartsi	Neivamyrmex romandii
Dorylinae	Neivamyrmex	mexicana		Neivamyrmex halidaii
Dorylinae	Neivamyrmex	mexicanus		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	nitens		Neivamyrmex pertii
Dorylinae	Neivamyrmex	opacithorax	castaneum	Neivamyrmex opacithorax
Dorylinae	Neivamyrmex	oslari		Neivamyrmex andrei
Dorylinae	Neivamyrmex	paraense		Neivamyrmex planidorsus
Dorylinae	Neivamyrmex	peninsulare		Neivamyrmex leonardi
Dorylinae	Neivamyrmex	pilosum	angustius	Neivamyrmex pilosus
Dorylinae	Neivamyrmex	pilosum	beebei	Neivamyrmex pilosus
Dorylinae	Neivamyrmex	porrectognathum		Neivamyrmex pilosus
Dorylinae	Neivamyrmex	pseudops	garbei	Neivamyrmex pseudops
Dorylinae	Neivamyrmex	pseudops	grandipseudops	Neivamyrmex pseudops
Dorylinae	Neivamyrmex	raptans	rebellatum	Neivamyrmex raptor
Dorylinae	Neivamyrmex	raptans		Neivamyrmex raptor
Dorylinae	Neivamyrmex	richteri	modificata	Neivamyrmex sulcatus
Dorylinae	Neivamyrmex	richteri		Neivamyrmex sulcatus
Dorylinae	Neivamyrmex	schmitti		Neivamyrmex nigrescens
Dorylinae	Neivamyrmex	silvestrii		Neivamyrmex hetschkoi
Dorylinae	Neivamyrmex	spegazzinii		Neivamyrmex dorbignii
Dorylinae	Neivamyrmex	spininode	militarium	Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	spinolae	obscurum	Neivamyrmex dorbignii
Dorylinae	Neivamyrmex	spinolae		Neivamyrmex punctaticeps
Dorylinae	Neivamyrmex	strobeli		Neivamyrmex pertii
Dorylinae	Neivamyrmex	subsulcatum		Neivamyrmex swainsonii
Dorylinae	Neivamyrmex	taunayi		Neivamyrmex hetschkoi
Dorylinae	Neivamyrmex	wheeleri	dubia	Neivamyrmex harrisii
Dorylinae	Neivamyrmex	wheeleri		Neivamyrmex harrisii
Dorylinae	Nomamyrmex	afflictus		Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	apicifer		Nomamyrmex hartigii
Dorylinae	Nomamyrmex	crassicorne	crudele	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	crassicorne	indomabile	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	crassicorne	intrepidum	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	crassicornis		Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	esenbecki	hirsutipodex	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	fimbriatum	interrupta	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	fimbriatum	terrificum	Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	fimbriatum		Nomamyrmex esenbeckii
Dorylinae	Nomamyrmex	hartigi	hansi	Nomamyrmex hartigii
Dorylinae	Nomamyrmex	schlechtendali		Nomamyrmex hartigii
Dorylinae	Simopone	satagia		Simopone mayri
Dorylinae	Sphinctomyrmex	brunnicornis		Sphinctomyrmex imbecilis
Dorylinae	Sphinctomyrmex	fallax	hedwigae	Sphinctomyrmex steinheili
Dorylinae	Sphinctomyrmex	fallax		Sphinctomyrmex steinheili
Dorylinae	Sphinctomyrmex	fulvidus		Sphinctomyrmex imbecilis
Dorylinae	Sphinctomyrmex	fulvipes		Sphinctomyrmex steinheili
Dorylinae	Sphinctomyrmex	hackeri		Sphinctomyrmex duchaussoyi
Dorylinae	Sphinctomyrmex	hirsutus		Sphinctomyrmex steinheili
Dorylinae	Sphinctomyrmex	manni		Sphinctomyrmex imbecilis
Dorylinae	Sphinctomyrmex	perstictus		Sphinctomyrmex emeryi
Dorylinae	Sphinctomyrmex	silaceus		Sphinctomyrmex imbecilis
Ectatomminae	Ectatomma	aztecum		Ectatomma ruidum
Ectatomminae	Ectatomma	edentatum	inversa	Ectatomma edentatum
Ectatomminae	Ectatomma	edentatum	iris	Ectatomma edentatum
Ectatomminae	Ectatomma	edentatum	macdonaghi	Ectatomma edentatum
Ectatomminae	Ectatomma	ferruginea		Ectatomma tuberculatum
Ectatomminae	Ectatomma	morgani		Ectatomma edentatum
Ectatomminae	Ectatomma	muticum	lobulifera	Ectatomma muticum
Ectatomminae	Ectatomma	opaciventre	concolor	Ectatomma opaciventre
Ectatomminae	Ectatomma	opaciventre	strigosum	Ectatomma permagnum
Ectatomminae	Ectatomma	quadridens		Ectatomma brunneum
Ectatomminae	Ectatomma	regis		Ectatomma permagnum
Ectatomminae	Ectatomma	scabrosa		Ectatomma ruidum
Ectatomminae	Ectatomma	strigosum	aerea	Ectatomma permagnum
Ectatomminae	Ectatomma	strigosum	confusa	Ectatomma permagnum
Ectatomminae	Ectatomma	tridentata		Ectatomma tuberculatum
Ectatomminae	Ectatomma	tuberculatum	acrista	Ectatomma tuberculatum
Ectatomminae	Ectatomma	tuberculatum	irregularis	Ectatomma tuberculatum
Ectatomminae	Ectatomma	tuberculatum	punctigerum	Ectatomma tuberculatum
Ectatomminae	Gnamptogenys	aculeaticoxae		Gnamptogenys triangularis
Ectatomminae	Gnamptogenys	bannana		Gnamptogenys bicolor
Ectatomminae	Gnamptogenys	bicolor	minor	Gnamptogenys bicolor
Ectatomminae	Gnamptogenys	borneensis		Gnamptogenys binghamii
Ectatomminae	Gnamptogenys	brasiliensis	calcarata	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	brasiliensis	mayri	Gnamptogenys wheeleri
Ectatomminae	Gnamptogenys	brasiliensis	pernambucana	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	brasiliensis		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	carinata		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	concentrica		Gnamptogenys strigata
Ectatomminae	Gnamptogenys	concinna	conica	Gnamptogenys concinna
Ectatomminae	Gnamptogenys	concinna	semicircularis	Gnamptogenys concinna
Ectatomminae	Gnamptogenys	concinnum	romani	Gnamptogenys concinna
Ectatomminae	Gnamptogenys	continuum	panamensis	Gnamptogenys continua
Ectatomminae	Gnamptogenys	costata	pinealis	Gnamptogenys costata
Ectatomminae	Gnamptogenys	costata	simalurensis	Gnamptogenys costata
Ectatomminae	Gnamptogenys	costata	unicolor	Gnamptogenys costata
Ectatomminae	Gnamptogenys	curtula	paulina	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	curtula	vollenweideri	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	curtulum	stolli	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	curtulum		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	dammermani		Gnamptogenys cribrata
Ectatomminae	Gnamptogenys	diehlii		Gnamptogenys cribrata
Ectatomminae	Gnamptogenys	dina		Gnamptogenys nana
Ectatomminae	Gnamptogenys	emeryi	recta	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	emeryi		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	emeryi		Gnamptogenys pleurodon
Ectatomminae	Gnamptogenys	exaratum		Gnamptogenys continua
Ectatomminae	Gnamptogenys	fiebrigi		Gnamptogenys regularis
Ectatomminae	Gnamptogenys	kalabit		Gnamptogenys laevior
Ectatomminae	Gnamptogenys	laevior	avia	Gnamptogenys laevior
Ectatomminae	Gnamptogenys	lineata		Gnamptogenys sulcata
Ectatomminae	Gnamptogenys	magnifica		Gnamptogenys porcata
Ectatomminae	Gnamptogenys	menadensis	obscura	Gnamptogenys menadensis
Ectatomminae	Gnamptogenys	moelleri	splendens	Gnamptogenys moelleri
Ectatomminae	Gnamptogenys	mordax	purensis	Gnamptogenys mordax
Ectatomminae	Gnamptogenys	mordax	sebastiani	Gnamptogenys mordax
Ectatomminae	Gnamptogenys	mus		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	nigrifrons		Gnamptogenys hartmani
Ectatomminae	Gnamptogenys	nodosa		Gnamptogenys mordax
Ectatomminae	Gnamptogenys	obscurum		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	panamensis		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	pneodonax		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	regularis	arcuata	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	regularis		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	rimulosum	splendidum	Gnamptogenys regularis
Ectatomminae	Gnamptogenys	rugosa	parva	Gnamptogenys costata
Ectatomminae	Gnamptogenys	rugosa		Gnamptogenys costata
Ectatomminae	Gnamptogenys	rustica		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	satzgeri		Gnamptogenys strigata
Ectatomminae	Gnamptogenys	scabrosus		Gnamptogenys minuta
Ectatomminae	Gnamptogenys	schmitti	minor	Gnamptogenys schmitti
Ectatomminae	Gnamptogenys	schubarti		Gnamptogenys menozzii
Ectatomminae	Gnamptogenys	simplex	foreli	Gnamptogenys strigata
Ectatomminae	Gnamptogenys	simplex	spurium	Gnamptogenys strigata
Ectatomminae	Gnamptogenys	simplex		Gnamptogenys strigata
Ectatomminae	Gnamptogenys	soror		Gnamptogenys caelata
Ectatomminae	Gnamptogenys	spiralis		Gnamptogenys crassicornis
Ectatomminae	Gnamptogenys	striatula	antillana	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	striatulum	angustiloba	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	striatulum	angustipleura	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	striatulum	simplicoides	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	stylata		Gnamptogenys menadensis
Ectatomminae	Gnamptogenys	sulcatum	bufonum	Gnamptogenys ericae
Ectatomminae	Gnamptogenys	sulcatum	cearensis	Gnamptogenys sulcata
Ectatomminae	Gnamptogenys	sulcatum	nitens	Gnamptogenys sulcata
Ectatomminae	Gnamptogenys	teffensis	concinna	Gnamptogenys moelleri
Ectatomminae	Gnamptogenys	teffensis		Gnamptogenys moelleri
Ectatomminae	Gnamptogenys	tornata		Gnamptogenys sulcata
Ectatomminae	Gnamptogenys	tortuolosa	quitensis	Gnamptogenys tortuolosa
Ectatomminae	Gnamptogenys	triangulare	richteri	Gnamptogenys triangularis
Ectatomminae	Gnamptogenys	trigonum		Gnamptogenys rastrata
Ectatomminae	Gnamptogenys	turmalis		Gnamptogenys hartmani
Ectatomminae	Gnamptogenys	vidua		Gnamptogenys pleurodon
Ectatomminae	Gnamptogenys	wallacei		Gnamptogenys costata
Ectatomminae	Gnamptogenys	wasmanni	isthmica	Gnamptogenys striatula
Ectatomminae	Gnamptogenys	wasmanni		Gnamptogenys striatula
Ectatomminae	Gnamptogenys	ypirangensis		Gnamptogenys sulcata
Ectatomminae	Rhytidoponera	acupuncta		Rhytidoponera numeensis
Ectatomminae	Rhytidoponera	araneoides	arcuata	Rhytidoponera araneoides
Ectatomminae	Rhytidoponera	araneoides	ceramensis	Rhytidoponera araneoides
Ectatomminae	Rhytidoponera	araneoides	impressinodis	Rhytidoponera araneoides
Ectatomminae	Rhytidoponera	arnoldi		Rhytidoponera aspera
Ectatomminae	Rhytidoponera	brunnea		Rhytidoponera borealis
Ectatomminae	Rhytidoponera	caeciliae		Rhytidoponera metallica
Ectatomminae	Rhytidoponera	castanea		Rhytidoponera rufiventris
Ectatomminae	Rhytidoponera	cerastes	brevior	Rhytidoponera taurus
Ectatomminae	Rhytidoponera	convexa	opacior	Rhytidoponera violacea
Ectatomminae	Rhytidoponera	convexum	gemma	Rhytidoponera violacea
Ectatomminae	Rhytidoponera	convexum	spatiatum	Rhytidoponera maniae
Ectatomminae	Rhytidoponera	cornuta	fusciventris	Rhytidoponera taurus
Ectatomminae	Rhytidoponera	cristatum	caro	Rhytidoponera aciculata
Ectatomminae	Rhytidoponera	cyrus		Rhytidoponera chalybaea
Ectatomminae	Rhytidoponera	dixoni		Rhytidoponera mayri
Ectatomminae	Rhytidoponera	douglasi		Rhytidoponera levior
Ectatomminae	Rhytidoponera	fastuosa		Rhytidoponera croesus
Ectatomminae	Rhytidoponera	flava		Rhytidoponera aurata
Ectatomminae	Rhytidoponera	froggatti		Rhytidoponera araneoides
Ectatomminae	Rhytidoponera	fulgens	socrula	Rhytidoponera fulgens
Ectatomminae	Rhytidoponera	gagates	waigeuensis	Rhytidoponera nexa
Ectatomminae	Rhytidoponera	gagates		Rhytidoponera nexa
Ectatomminae	Rhytidoponera	hilli		Rhytidoponera clarki
Ectatomminae	Rhytidoponera	impressum	splendidum	Rhytidoponera purpurea
Ectatomminae	Rhytidoponera	laciniosa	malandensis	Rhytidoponera scaberrima
Ectatomminae	Rhytidoponera	laciniosa	petiolata	Rhytidoponera laciniosa
Ectatomminae	Rhytidoponera	mayri	glabrius	Rhytidoponera mayri
Ectatomminae	Rhytidoponera	metallica	carbonaria	Rhytidoponera inornata
Ectatomminae	Rhytidoponera	metallica	purpurascens	Rhytidoponera metallica
Ectatomminae	Rhytidoponera	metallica	varians	Rhytidoponera metallica
Ectatomminae	Rhytidoponera	metallicum	cristulatum	Rhytidoponera tasmaniensis
Ectatomminae	Rhytidoponera	metallicum	modestum	Rhytidoponera victoriae
Ectatomminae	Rhytidoponera	metallicum	obscurum	Rhytidoponera clarki
Ectatomminae	Rhytidoponera	metallicum	scrobiculatum	Rhytidoponera victoriae
Ectatomminae	Rhytidoponera	nigra		Rhytidoponera convexa
Ectatomminae	Rhytidoponera	nitens		Rhytidoponera strigosa
Ectatomminae	Rhytidoponera	occidentalis		Rhytidoponera mayri
