Subfamily	Genus	Species	subspecies
Myrmicinae	Messor	arenarius	ratus
Myrmicinae	Messor	arenarius	thebaicus
Myrmicinae	Messor	atanassovii	
Myrmicinae	Messor	barbarus	
Myrmicinae	Messor	barbarus	gallaoides
Myrmicinae	Messor	barbarus	mediosanguineus
Myrmicinae	Messor	barbarus	politus
Myrmicinae	Messor	barbarus	sahlbergi
Myrmicinae	Messor	barbarus	santschii
Myrmicinae	Messor	beduinus	
Myrmicinae	Messor	berbericus	
Myrmicinae	Messor	bernardi	
Myrmicinae	Messor	bouvieri	
Myrmicinae	Messor	boyeri	
Myrmicinae	Messor	buettikeri	
Myrmicinae	Messor	caducus	
Myrmicinae	Messor	caducus	glabrescens
Myrmicinae	Messor	capensis	
Myrmicinae	Messor	capitatus	
Myrmicinae	Messor	caviceps	
Myrmicinae	Messor	celiae	
Myrmicinae	Messor	cephalotes	
Myrmicinae	Messor	ceresis	
Myrmicinae	Messor	clypeatus	
Myrmicinae	Messor	collingwoodi	
Myrmicinae	Messor	crawleyi	
Myrmicinae	Messor	decipiens	
Myrmicinae	Messor	dentatus	
Myrmicinae	Messor	denticornis	
Myrmicinae	Messor	denticulatus	
Myrmicinae	Messor	desertora	
Myrmicinae	Messor	diabarensis	
Myrmicinae	Messor	ebeninus	
Myrmicinae	Messor	eglalae	
Myrmicinae	Messor	erectus	
Myrmicinae	Messor	excursionis	
Myrmicinae	Messor	excursionis	alaschanicus
Myrmicinae	Messor	excursionis	sillemi
Myrmicinae	Messor	ferreri	
Myrmicinae	Messor	foreli	
Myrmicinae	Messor	foreli	brevispinosus
Myrmicinae	Messor	foreli	surcoufi
Myrmicinae	Messor	fraternus	
Myrmicinae	Messor	galla	
Myrmicinae	Messor	galla	obscurus
Myrmicinae	Messor	hebraeus	
Myrmicinae	Messor	hellenius	
Myrmicinae	Messor	himalayanus	
Myrmicinae	Messor	hismai	
Myrmicinae	Messor	hispanicus	
Myrmicinae	Messor	hoggarensis	
Myrmicinae	Messor	ibericus	
Myrmicinae	Messor	incisus	
Myrmicinae	Messor	incorruptus	
Myrmicinae	Messor	inermis	
Myrmicinae	Messor	instabilis	
Myrmicinae	Messor	intermedius	
Myrmicinae	Messor	kasakorum	
Myrmicinae	Messor	kasakorum	nadezhdae
Myrmicinae	Messor	kisilkumensis	
Myrmicinae	Messor	lamellicornis	
Myrmicinae	Messor	lobicornis	
Myrmicinae	Messor	lobicornis	batnensis
Myrmicinae	Messor	lobicornis	laurenti
Myrmicinae	Messor	lobicornis	normandi
Myrmicinae	Messor	lobicornis	rugulosus
Myrmicinae	Messor	lobicornis	submuticus
Myrmicinae	Messor	luebberti	
Myrmicinae	Messor	luridus	
Myrmicinae	Messor	luridus	virginalis
Myrmicinae	Messor	lusitanicus	
Myrmicinae	Messor	maculifrons	
Myrmicinae	Messor	marikovskii	
Myrmicinae	Messor	marocanus	
Myrmicinae	Messor	medioruber	
Myrmicinae	Messor	medioruber	maurus
Myrmicinae	Messor	medioruber	montanus
Myrmicinae	Messor	medioruber	postpetiolatus
Myrmicinae	Messor	medioruber	postquadratus
Myrmicinae	Messor	melancholicus	
Myrmicinae	Messor	meridionalis	
Myrmicinae	Messor	minor	
Myrmicinae	Messor	minor	calabricus
Myrmicinae	Messor	minor	capreensis
Myrmicinae	Messor	minor	hesperius
Myrmicinae	Messor	minor	laboriosus
Myrmicinae	Messor	minor	maurus
Myrmicinae	Messor	muraywahus	
Myrmicinae	Messor	muscatus	
Myrmicinae	Messor	nahali	
Myrmicinae	Messor	niloticus	
Myrmicinae	Messor	nondentatus	
Myrmicinae	Messor	oertzeni	
Myrmicinae	Messor	oertzeni	amasiensis
Myrmicinae	Messor	oertzeni	carpathous
Myrmicinae	Messor	olegianus	
Myrmicinae	Messor	orientalis	
Myrmicinae	Messor	perantennatus	
Myrmicinae	Messor	piceus	
Myrmicinae	Messor	picturatus	
Myrmicinae	Messor	regalis	
Myrmicinae	Messor	reticuliventris	
Myrmicinae	Messor	rufotestaceus	
Myrmicinae	Messor	rufus	
Myrmicinae	Messor	rufus	striolatus
Myrmicinae	Messor	ruginodis	
Myrmicinae	Messor	rugosus	
Myrmicinae	Messor	rugosus	bodenheimeri
Myrmicinae	Messor	sanctus	
Myrmicinae	Messor	sanganus	
Myrmicinae	Messor	semirufus	
Myrmicinae	Messor	semirufus	emeryi
Myrmicinae	Messor	semirufus	grandinidus
Myrmicinae	Messor	semoni	
Myrmicinae	Messor	striatellus	
Myrmicinae	Messor	striaticeps	
Myrmicinae	Messor	striatifrons	
Myrmicinae	Messor	striativentris	
Myrmicinae	Messor	striatulus	
Myrmicinae	Messor	structor	
Myrmicinae	Messor	structor	aegaeus
Myrmicinae	Messor	structor	platyceras
Myrmicinae	Messor	structor	tadzhikorum
Myrmicinae	Messor	subgracilinodis	
Myrmicinae	Messor	sultanus	
Myrmicinae	Messor	syriacus	
Myrmicinae	Messor	testaceus	
Myrmicinae	Messor	timidus	
Myrmicinae	Messor	tropicorum	
Myrmicinae	Messor	turcmenochorassanicus	
Myrmicinae	Messor	valentinae	
Myrmicinae	Messor	variabilis	
Myrmicinae	Messor	vaucheri	
Myrmicinae	Messor	vicinus	
Myrmicinae	Messor	wasmanni	
Myrmicinae	Metapone	bakeri	
Myrmicinae	Metapone	emersoni	
Myrmicinae	Metapone	gracilis	
Myrmicinae	Metapone	greeni	
Myrmicinae	Metapone	hewitti	
Myrmicinae	Metapone	jacobsoni	
Myrmicinae	Metapone	johni	
Myrmicinae	Metapone	krombeini	
Myrmicinae	Metapone	leae	
Myrmicinae	Metapone	madagascarica	
Myrmicinae	Metapone	mjobergi	
Myrmicinae	Metapone	nicobarensis	
Myrmicinae	Metapone	quadridentata	
Myrmicinae	Metapone	sauteri	
Myrmicinae	Metapone	tillyardi	
Myrmicinae	Metapone	tricolor	
Myrmicinae	Metapone	truki	
Myrmicinae	Metapone	vincimus	
Myrmicinae	Microdaceton	exornatum	
Myrmicinae	Microdaceton	tanyspinosum	
Myrmicinae	Microdaceton	tibialis	
Myrmicinae	Microdaceton	viriosum	
Myrmicinae	Monomorium	abeillei	
Myrmicinae	Monomorium	acutinode	
Myrmicinae	Monomorium	advena	
Myrmicinae	Monomorium	aeyade	
Myrmicinae	Monomorium	affabile	
Myrmicinae	Monomorium	afrum	
Myrmicinae	Monomorium	aithoderum	
Myrmicinae	Monomorium	alamarum	
Myrmicinae	Monomorium	albipes	
Myrmicinae	Monomorium	albopilosum	
Myrmicinae	Monomorium	algiricum	
Myrmicinae	Monomorium	altinode	
Myrmicinae	Monomorium	anceps	
Myrmicinae	Monomorium	anderseni	
Myrmicinae	Monomorium	andrei	
Myrmicinae	Monomorium	andrei	bernardi
Myrmicinae	Monomorium	andrei	fur
Myrmicinae	Monomorium	andrei	furunculum
Myrmicinae	Monomorium	angustinode	
Myrmicinae	Monomorium	annamense	
Myrmicinae	Monomorium	antarcticum	
Myrmicinae	Monomorium	anthracinum	
Myrmicinae	Monomorium	antipodum	
Myrmicinae	Monomorium	aper	
Myrmicinae	Monomorium	aper	dubium
Myrmicinae	Monomorium	arboreum	
Myrmicinae	Monomorium	arenarium	
Myrmicinae	Monomorium	areniphilum	
Myrmicinae	Monomorium	arnoldi	
Myrmicinae	Monomorium	asiriense	
Myrmicinae	Monomorium	atomum	
Myrmicinae	Monomorium	atomum	aharonii
Myrmicinae	Monomorium	atomum	cooperi
Myrmicinae	Monomorium	atomum	integrium
Myrmicinae	Monomorium	atomum	procax
Myrmicinae	Monomorium	australe	
Myrmicinae	Monomorium	baal	
Myrmicinae	Monomorium	balathir	
Myrmicinae	Monomorium	banksi	
Myrmicinae	Monomorium	barbatulum	
Myrmicinae	Monomorium	baushare	
Myrmicinae	Monomorium	bequaerti	
Myrmicinae	Monomorium	bevisi	
Myrmicinae	Monomorium	bicolor	
Myrmicinae	Monomorium	bicolor	judaicum
Myrmicinae	Monomorium	bicorne	
Myrmicinae	Monomorium	bidentata	
Myrmicinae	Monomorium	bidentatum	
Myrmicinae	Monomorium	bifidoclypeatum	
Myrmicinae	Monomorium	bifidum	
Myrmicinae	Monomorium	bihamatum	
Myrmicinae	Monomorium	bimaculatum	
Myrmicinae	Monomorium	biroi	
Myrmicinae	Monomorium	bodenheimeri	
Myrmicinae	Monomorium	boerorum	
Myrmicinae	Monomorium	bogischi	
Myrmicinae	Monomorium	boltoni	
Myrmicinae	Monomorium	borlei	
Myrmicinae	Monomorium	brachythrix	
Myrmicinae	Monomorium	brasiliense	
Myrmicinae	Monomorium	braunsi	
Myrmicinae	Monomorium	broschorum	
Myrmicinae	Monomorium	brunneolucidulum	
Myrmicinae	Monomorium	buettikeri	
Myrmicinae	Monomorium	burchera	
Myrmicinae	Monomorium	butteli	
Myrmicinae	Monomorium	butteli	demochrum
Myrmicinae	Monomorium	buxtoni	
Myrmicinae	Monomorium	capeyork	
Myrmicinae	Monomorium	capito	
Myrmicinae	Monomorium	captator	
Myrmicinae	Monomorium	carbo	
Myrmicinae	Monomorium	carbonarium	
Myrmicinae	Monomorium	carinatum	
Myrmicinae	Monomorium	castaneum	
Myrmicinae	Monomorium	cekalovici	
Myrmicinae	Monomorium	centrale	
Myrmicinae	Monomorium	chilense	
Myrmicinae	Monomorium	chinense	
Myrmicinae	Monomorium	chnodes	
Myrmicinae	Monomorium	clavicorne	
Myrmicinae	Monomorium	clavicorne	punicum
Myrmicinae	Monomorium	compressum	
Myrmicinae	Monomorium	concolor	
Myrmicinae	Monomorium	crawleyi	
Myrmicinae	Monomorium	creticum	
Myrmicinae	Monomorium	crinitum	
Myrmicinae	Monomorium	croceiventre	
Myrmicinae	Monomorium	cyaneum	
Myrmicinae	Monomorium	dakarense	
Myrmicinae	Monomorium	damarense	
Myrmicinae	Monomorium	dammame	
Myrmicinae	Monomorium	decuria	
Myrmicinae	Monomorium	delabiei	
Myrmicinae	Monomorium	delagoense	
Myrmicinae	Monomorium	demisum	
Myrmicinae	Monomorium	denticulatum	
Myrmicinae	Monomorium	denticulum	
Myrmicinae	Monomorium	dentigerum	
Myrmicinae	Monomorium	dichroum	
Myrmicinae	Monomorium	dictator	
Myrmicinae	Monomorium	dilatatum	
Myrmicinae	Monomorium	dirie	
Myrmicinae	Monomorium	disertum	
Myrmicinae	Monomorium	disetigerum	
Myrmicinae	Monomorium	disoriente	
Myrmicinae	Monomorium	dolatu	
Myrmicinae	Monomorium	draculai	
Myrmicinae	Monomorium	drapenum	
Myrmicinae	Monomorium	draxocum	
Myrmicinae	Monomorium	dryhimi	
Myrmicinae	Monomorium	durokoppinense	
Myrmicinae	Monomorium	ebangaense	
Myrmicinae	Monomorium	ebeninum	
Myrmicinae	Monomorium	edentatum	
Myrmicinae	Monomorium	effractor	
Myrmicinae	Monomorium	egens	
Myrmicinae	Monomorium	elegantulum	
Myrmicinae	Monomorium	elongatum	
Myrmicinae	Monomorium	emarginatum	
Myrmicinae	Monomorium	eremoides	
Myrmicinae	Monomorium	eremophilum	
Myrmicinae	Monomorium	eremum	
Myrmicinae	Monomorium	ergatogyna	
Myrmicinae	Monomorium	esharre	
Myrmicinae	Monomorium	euryodon	
Myrmicinae	Monomorium	evansi	
Myrmicinae	Monomorium	excelsior	
Myrmicinae	Monomorium	excensurae	
Myrmicinae	Monomorium	exiguum	
Myrmicinae	Monomorium	falcatum	
Myrmicinae	Monomorium	fasciatum	
Myrmicinae	Monomorium	fastidium	
Myrmicinae	Monomorium	fayfaense	
Myrmicinae	Monomorium	fezzanense	
Myrmicinae	Monomorium	fieldi	
Myrmicinae	Monomorium	firmum	
Myrmicinae	Monomorium	flavimembra	
Myrmicinae	Monomorium	flavonigrum	
Myrmicinae	Monomorium	flavum	
Myrmicinae	Monomorium	floricola	
Myrmicinae	Monomorium	forcipatum	
Myrmicinae	Monomorium	fridae	
Myrmicinae	Monomorium	fugelanum	
Myrmicinae	Monomorium	gabrielense	
Myrmicinae	Monomorium	gallagheri	
Myrmicinae	Monomorium	geminum	
Myrmicinae	Monomorium	gilberti	
Myrmicinae	Monomorium	grassei	
Myrmicinae	Monomorium	guillarmodi	
Myrmicinae	Monomorium	guineense	
Myrmicinae	Monomorium	hainanense	
Myrmicinae	Monomorium	hanaqe	
Myrmicinae	Monomorium	hanneli	
Myrmicinae	Monomorium	hannonis	
Myrmicinae	Monomorium	harithe	
Myrmicinae	Monomorium	havilandi	
Myrmicinae	Monomorium	hemame	
Myrmicinae	Monomorium	hercules	
Myrmicinae	Monomorium	herero	
Myrmicinae	Monomorium	hertogi	
Myrmicinae	Monomorium	hesperium	
Myrmicinae	Monomorium	hesperium	lanzarotense
Myrmicinae	Monomorium	hirsutum	
Myrmicinae	Monomorium	hiten	
Myrmicinae	Monomorium	hoffmanni	
Myrmicinae	Monomorium	holothir	
Myrmicinae	Monomorium	hospitum	
Myrmicinae	Monomorium	humilior	
Myrmicinae	Monomorium	ilgii	
Myrmicinae	Monomorium	impexum	
Myrmicinae	Monomorium	indicum	
Myrmicinae	Monomorium	indicum	kusnezowi
Myrmicinae	Monomorium	inquietum	
Myrmicinae	Monomorium	inquilinum	
Myrmicinae	Monomorium	insolescens	
Myrmicinae	Monomorium	intrudens	
Myrmicinae	Monomorium	intrudens	pieli
Myrmicinae	Monomorium	invidium	
Myrmicinae	Monomorium	iyenasu	
Myrmicinae	Monomorium	jacksoni	
Myrmicinae	Monomorium	jizane	
Myrmicinae	Monomorium	junodi	
Myrmicinae	Monomorium	katir	
Myrmicinae	Monomorium	kelapre	
Myrmicinae	Monomorium	kempi	
Myrmicinae	Monomorium	kidman	
Myrmicinae	Monomorium	kiliani	
Myrmicinae	Monomorium	kineti	
Myrmicinae	Monomorium	kitectum	
Myrmicinae	Monomorium	knappi	
Myrmicinae	Monomorium	kugitangi	
Myrmicinae	Monomorium	lacunosum	
Myrmicinae	Monomorium	laeve	
Myrmicinae	Monomorium	latastei	
Myrmicinae	Monomorium	latinode	
Myrmicinae	Monomorium	latinodoides	
Myrmicinae	Monomorium	leae	
Myrmicinae	Monomorium	leda	
Myrmicinae	Monomorium	legulum	
Myrmicinae	Monomorium	lene	
Myrmicinae	Monomorium	lepidum	
Myrmicinae	Monomorium	libanicum	
Myrmicinae	Monomorium	liliuokalanii	
Myrmicinae	Monomorium	lindbergi	
Myrmicinae	Monomorium	longi	
Myrmicinae	Monomorium	longiceps	
Myrmicinae	Monomorium	longinode	
Myrmicinae	Monomorium	longipes	
Myrmicinae	Monomorium	lubricum	
Myrmicinae	Monomorium	luisae	
Myrmicinae	Monomorium	luteum	
Myrmicinae	Monomorium	macarthuri	
Myrmicinae	Monomorium	macrops	
Myrmicinae	Monomorium	madecassum	
Myrmicinae	Monomorium	mahyoubi	
Myrmicinae	Monomorium	majarishe	
Myrmicinae	Monomorium	majeri	
Myrmicinae	Monomorium	malatu	
Myrmicinae	Monomorium	manir	
Myrmicinae	Monomorium	mantazenum	
Myrmicinae	Monomorium	marjoriae	
Myrmicinae	Monomorium	marmule	
Myrmicinae	Monomorium	marshi	
Myrmicinae	Monomorium	maryannae	
Myrmicinae	Monomorium	matame	
Myrmicinae	Monomorium	mavide	
Myrmicinae	Monomorium	medinae	
Myrmicinae	Monomorium	mediocre	
Myrmicinae	Monomorium	megalops	
Myrmicinae	Monomorium	melleum	
Myrmicinae	Monomorium	merepah	
Myrmicinae	Monomorium	micrommaton	
Myrmicinae	Monomorium	micropacum	
Myrmicinae	Monomorium	mictilis	
Myrmicinae	Monomorium	micula	
Myrmicinae	Monomorium	minimum	
Myrmicinae	Monomorium	minor	
Myrmicinae	Monomorium	mirandum	
Myrmicinae	Monomorium	mitchell	
Myrmicinae	Monomorium	moathi	
Myrmicinae	Monomorium	monomorium	
Myrmicinae	Monomorium	montanum	
Myrmicinae	Monomorium	musicum	
Myrmicinae	Monomorium	najrane	
Myrmicinae	Monomorium	nanum	
Myrmicinae	Monomorium	nengraharicum	
Myrmicinae	Monomorium	nightcapense	
Myrmicinae	Monomorium	nigricans	
Myrmicinae	Monomorium	nigriceps	
Myrmicinae	Monomorium	niloticum	
Myrmicinae	Monomorium	niloticum	gracilicorne
Myrmicinae	Monomorium	niloticum	niloticoides
Myrmicinae	Monomorium	nimihil	
Myrmicinae	Monomorium	nirvanum	
Myrmicinae	Monomorium	nitidiventre	
Myrmicinae	Monomorium	notulum	
Myrmicinae	Monomorium	noualhieri	
Myrmicinae	Monomorium	noxitum	
Myrmicinae	Monomorium	nuptualis	
Myrmicinae	Monomorium	occidaneum	
Myrmicinae	Monomorium	occidentale	
Myrmicinae	Monomorium	ocellatum	
Myrmicinae	Monomorium	oodnadatta	
Myrmicinae	Monomorium	opacior	
Myrmicinae	Monomorium	opacum	
Myrmicinae	Monomorium	ophthalmicum	
Myrmicinae	Monomorium	orangiae	
Myrmicinae	Monomorium	orientale	
Myrmicinae	Monomorium	osiridis	
Myrmicinae	Monomorium	pacis	
Myrmicinae	Monomorium	pallidipes	
Myrmicinae	Monomorium	pallidum	
Myrmicinae	Monomorium	parantarcticum	
Myrmicinae	Monomorium	parvinode	
Myrmicinae	Monomorium	paternum	
Myrmicinae	Monomorium	pergandei	
Myrmicinae	Monomorium	personatum	
Myrmicinae	Monomorium	petiolatum	
Myrmicinae	Monomorium	pharaonis	
Myrmicinae	Monomorium	phoenicum	
Myrmicinae	Monomorium	pilbara	
Myrmicinae	Monomorium	platynode	
Myrmicinae	Monomorium	pubescens	
Myrmicinae	Monomorium	pulchrum	
Myrmicinae	Monomorium	punctipectore	
Myrmicinae	Monomorium	punctulatum	
Myrmicinae	Monomorium	qarahe	
Myrmicinae	Monomorium	rabirium	
Myrmicinae	Monomorium	rastractum	
Myrmicinae	Monomorium	ravenshoense	
Myrmicinae	Monomorium	rhopalocerum	
Myrmicinae	Monomorium	rimae	
Myrmicinae	Monomorium	riyadhe	
Myrmicinae	Monomorium	rosae	
Myrmicinae	Monomorium	rothsteini	
Myrmicinae	Monomorium	rotundatum	
Myrmicinae	Monomorium	rubriceps	
Myrmicinae	Monomorium	rufonigrum	
Myrmicinae	Monomorium	rufulum	
Myrmicinae	Monomorium	rugifrons	
Myrmicinae	Monomorium	ruzskyi	
Myrmicinae	Monomorium	sagei	
Myrmicinae	Monomorium	sahlbergi	
Myrmicinae	Monomorium	sakalavum	
Myrmicinae	Monomorium	salomonis	
Myrmicinae	Monomorium	salomonis	bedui
Myrmicinae	Monomorium	salomonis	didonis
Myrmicinae	Monomorium	salomonis	molestum
Myrmicinae	Monomorium	salomonis	obscuriceps
Myrmicinae	Monomorium	salomonis	scipionis
Myrmicinae	Monomorium	salomonis	subnitidum
Myrmicinae	Monomorium	salomonis	targui
Myrmicinae	Monomorium	salomonis	transversale
Myrmicinae	Monomorium	salomonis	volubile
Myrmicinae	Monomorium	salomonis	zanoni
Myrmicinae	Monomorium	santschii	
Myrmicinae	Monomorium	sarawatense	
Myrmicinae	Monomorium	schultzei	
Myrmicinae	Monomorium	schurri	
Myrmicinae	Monomorium	sculpturatum	
Myrmicinae	Monomorium	senegalense	
Myrmicinae	Monomorium	setuliferum	
Myrmicinae	Monomorium	shattucki	
Myrmicinae	Monomorium	shilohense	
Myrmicinae	Monomorium	sichelii	
Myrmicinae	Monomorium	silaceum	
Myrmicinae	Monomorium	silvestrii	
Myrmicinae	Monomorium	smithii	
Myrmicinae	Monomorium	sommieri	
Myrmicinae	Monomorium	sordidum	
Myrmicinae	Monomorium	spatulicorne	
Myrmicinae	Monomorium	spectrum	
Myrmicinae	Monomorium	speculum	
Myrmicinae	Monomorium	speluncarum	
Myrmicinae	Monomorium	springvalense	
Myrmicinae	Monomorium	sryetum	
Myrmicinae	Monomorium	stagnum	
Myrmicinae	Monomorium	stictonotum	
Myrmicinae	Monomorium	strangulatum	
Myrmicinae	Monomorium	striatifrons	
Myrmicinae	Monomorium	subapterum	
Myrmicinae	Monomorium	subcomae	
Myrmicinae	Monomorium	subdentatum	
Myrmicinae	Monomorium	subdenticorne	
Myrmicinae	Monomorium	sublamellatum	
Myrmicinae	Monomorium	subopacum	
Myrmicinae	Monomorium	subopacum	planidorsum
Myrmicinae	Monomorium	suleyile	
Myrmicinae	Monomorium	sutu	
Myrmicinae	Monomorium	sydneyense	
Myrmicinae	Monomorium	symmotu	
Myrmicinae	Monomorium	syriacum	
Myrmicinae	Monomorium	tablense	
Myrmicinae	Monomorium	taedium	
Myrmicinae	Monomorium	talbotae	
Myrmicinae	Monomorium	tambourinense	
Myrmicinae	Monomorium	tanysum	
Myrmicinae	Monomorium	taprobanae	
Myrmicinae	Monomorium	tchelichofi	
Myrmicinae	Monomorium	tenebrosum	
Myrmicinae	Monomorium	termitarium	
Myrmicinae	Monomorium	termitobium	
Myrmicinae	Monomorium	topend	
Myrmicinae	Monomorium	torrens	
Myrmicinae	Monomorium	torvicte	
Myrmicinae	Monomorium	trageri	
Myrmicinae	Monomorium	trake	
Myrmicinae	Monomorium	tricolor	
Myrmicinae	Monomorium	triviale	
Myrmicinae	Monomorium	tumaire	
Myrmicinae	Monomorium	tynsorum	
Myrmicinae	Monomorium	vaguum	
Myrmicinae	Monomorium	vatranum	
Myrmicinae	Monomorium	vecte	
Myrmicinae	Monomorium	venustum	
Myrmicinae	Monomorium	versicolor	
Myrmicinae	Monomorium	viator	
Myrmicinae	Monomorium	viridum	
Myrmicinae	Monomorium	vonatu	
Myrmicinae	Monomorium	wahibiense	
Myrmicinae	Monomorium	westi	
Myrmicinae	Monomorium	whitei	
Myrmicinae	Monomorium	willowmorense	
Myrmicinae	Monomorium	wilsoni	
Myrmicinae	Monomorium	wroughtoni	
Myrmicinae	Monomorium	xantheklemma	
Myrmicinae	Monomorium	xanthognathum	
Myrmicinae	Monomorium	xuthosoma	
Myrmicinae	Monomorium	yemene	
Myrmicinae	Monomorium	zhinu	
Myrmicinae	Monomorium	zulu	
Myrmicinae	Mycetagroicus	cerradensis	
Myrmicinae	Mycetagroicus	inflatus	
Myrmicinae	Mycetagroicus	triangularis	
Myrmicinae	Mycetagroicus	urbanus	
Myrmicinae	Mycetarotes	acutus	
Myrmicinae	Mycetarotes	carinatus	
Myrmicinae	Mycetarotes	parallelus	
Myrmicinae	Mycetarotes	senticosus	
Myrmicinae	Mycetophylax	conformis	
Myrmicinae	Mycetophylax	morschi	
Myrmicinae	Mycetophylax	simplex	
Myrmicinae	Mycetosoritis	aspera	
Myrmicinae	Mycetosoritis	clorindae	
Myrmicinae	Mycetosoritis	explicata	
Myrmicinae	Mycetosoritis	hartmanni	
Myrmicinae	Mycetosoritis	vinsoni	
Myrmicinae	Mycocepurus	castrator	
Myrmicinae	Mycocepurus	curvispinosus	
Myrmicinae	Mycocepurus	goeldii	
Myrmicinae	Mycocepurus	obsoletus	
Myrmicinae	Mycocepurus	smithii	
Myrmicinae	Mycocepurus	tardus	
Ponerinae	Myopias	amblyops	
Ponerinae	Myopias	bidens	
Ponerinae	Myopias	bidens	polita
Ponerinae	Myopias	breviloba	
Ponerinae	Myopias	castaneicola	
Ponerinae	Myopias	chapmani	
Ponerinae	Myopias	concava	
Ponerinae	Myopias	conicara	
Ponerinae	Myopias	crawleyi	
Ponerinae	Myopias	cribriceps	
Ponerinae	Myopias	daia	
Ponerinae	Myopias	delta	
Ponerinae	Myopias	densesticta	
Ponerinae	Myopias	emeryi	
Ponerinae	Myopias	gigas	
Ponerinae	Myopias	hania	
Ponerinae	Myopias	hollandi	
Ponerinae	Myopias	julivora	
Ponerinae	Myopias	kuehni	
Ponerinae	Myopias	latinoda	
Ponerinae	Myopias	levigata	
Ponerinae	Myopias	lobosa	
Ponerinae	Myopias	loriai	
Ponerinae	Myopias	luoba	
Ponerinae	Myopias	maligna	
Ponerinae	Myopias	maligna	punctigera
Ponerinae	Myopias	mandibularis	
Ponerinae	Myopias	mayri	
Ponerinae	Myopias	media	
Ponerinae	Myopias	menba	
Ponerinae	Myopias	modiglianii	
Ponerinae	Myopias	nops	
Ponerinae	Myopias	papua	
Ponerinae	Myopias	philippinensis	
Ponerinae	Myopias	ruthae	
Ponerinae	Myopias	santschii	
Ponerinae	Myopias	shivalikensis	
Ponerinae	Myopias	tasmaniensis	
Ponerinae	Myopias	tenuis	
Ponerinae	Myopias	trumani	
Ponerinae	Myopias	xiphias	
Amblyoponinae	Myopopone	castanea	
Pseudomyrmecinae	Myrcidris	epicharis	
Myrmeciinae	Myrmecia	aberrans	
Myrmeciinae	Myrmecia	acuta	
Myrmeciinae	Myrmecia	analis	
Myrmeciinae	Myrmecia	apicalis	
Myrmeciinae	Myrmecia	arnoldi	
Myrmeciinae	Myrmecia	athertonensis	
Myrmeciinae	Myrmecia	auriventris	
Myrmeciinae	Myrmecia	banksi	
Myrmeciinae	Myrmecia	borealis	
Myrmeciinae	Myrmecia	brevinoda	
Myrmeciinae	Myrmecia	browningi	
Myrmeciinae	Myrmecia	callima	
Myrmeciinae	Myrmecia	cephalotes	
Myrmeciinae	Myrmecia	chasei	
Myrmeciinae	Myrmecia	chrysogaster	
Myrmeciinae	Myrmecia	clarki	
Myrmeciinae	Myrmecia	comata	
Myrmeciinae	Myrmecia	croslandi	
Myrmeciinae	Myrmecia	cydista	
Myrmeciinae	Myrmecia	desertorum	
Myrmeciinae	Myrmecia	dichospila	
Myrmeciinae	Myrmecia	dimidiata	
Myrmeciinae	Myrmecia	dispar	
Myrmeciinae	Myrmecia	elegans	
Myrmeciinae	Myrmecia	erecta	
Myrmeciinae	Myrmecia	esuriens	
Myrmeciinae	Myrmecia	eungellensis	
Myrmeciinae	Myrmecia	exigua	
Myrmeciinae	Myrmecia	fabricii	
Myrmeciinae	Myrmecia	ferruginea	
Myrmeciinae	Myrmecia	flammicollis	
Myrmeciinae	Myrmecia	flavicoma	
Myrmeciinae	Myrmecia	forceps	
Myrmeciinae	Myrmecia	forficata	
Myrmeciinae	Myrmecia	formosa	
Myrmeciinae	Myrmecia	froggatti	
Myrmeciinae	Myrmecia	fucosa	
Myrmeciinae	Myrmecia	fulgida	
Myrmeciinae	Myrmecia	fulviculis	
Myrmeciinae	Myrmecia	fulvipes	
Myrmeciinae	Myrmecia	fuscipes	
Myrmeciinae	Myrmecia	gilberti	
Myrmeciinae	Myrmecia	gratiosa	
Myrmeciinae	Myrmecia	gulosa	
Myrmeciinae	Myrmecia	harderi	
Myrmeciinae	Myrmecia	haskinsorum	
Myrmeciinae	Myrmecia	hilli	
Myrmeciinae	Myrmecia	hirsuta	
Myrmeciinae	Myrmecia	imaii	
Myrmeciinae	Myrmecia	impaternata	
Myrmeciinae	Myrmecia	infima	
Myrmeciinae	Myrmecia	inquilina	
Myrmeciinae	Myrmecia	loweryi	
Myrmeciinae	Myrmecia	ludlowi	
Myrmeciinae	Myrmecia	luteiforceps	
Myrmeciinae	Myrmecia	mandibularis	
Myrmeciinae	Myrmecia	maura	
Myrmeciinae	Myrmecia	michaelseni	
Myrmeciinae	Myrmecia	midas	
Myrmeciinae	Myrmecia	minuscula	
Myrmeciinae	Myrmecia	mjobergi	
Myrmeciinae	Myrmecia	nigra	
Myrmeciinae	Myrmecia	nigriceps	
Myrmeciinae	Myrmecia	nigriscapa	
Myrmeciinae	Myrmecia	nigrocincta	
Myrmeciinae	Myrmecia	nobilis	
Myrmeciinae	Myrmecia	occidentalis	
Myrmeciinae	Myrmecia	pavida	
Myrmeciinae	Myrmecia	petiolata	
Myrmeciinae	Myrmecia	picta	
Myrmeciinae	Myrmecia	picticeps	
Myrmeciinae	Myrmecia	piliventris	
Myrmeciinae	Myrmecia	pilosula	
Myrmeciinae	Myrmecia	potteri	
Myrmeciinae	Myrmecia	pulchra	
Myrmeciinae	Myrmecia	pyriformis	
Myrmeciinae	Myrmecia	queenslandica	
Myrmeciinae	Myrmecia	regularis	
