Subfamily	Genus	Species	subspecies
Myrmicinae	Acanthognathus	brevicornis	
Myrmicinae	Acanthognathus	laevigatus	
Myrmicinae	Acanthognathus	lentus	
Myrmicinae	Acanthognathus	ocellatus	
Myrmicinae	Acanthognathus	rudis	
Myrmicinae	Acanthognathus	stipulosus	
Myrmicinae	Acanthognathus	teledectus	
Myrmicinae	Acanthomyrmex	basispinosus	
Myrmicinae	Acanthomyrmex	careoscrobis	
Myrmicinae	Acanthomyrmex	concavus	
Myrmicinae	Acanthomyrmex	crassispinus	
Myrmicinae	Acanthomyrmex	dusun	
Myrmicinae	Acanthomyrmex	ferox	
Myrmicinae	Acanthomyrmex	foveolatus	
Myrmicinae	Acanthomyrmex	glabfemoralis	
Myrmicinae	Acanthomyrmex	humilis	
Myrmicinae	Acanthomyrmex	laevis	
Myrmicinae	Acanthomyrmex	luciolae	
Myrmicinae	Acanthomyrmex	mindanao	
Myrmicinae	Acanthomyrmex	minus	
Myrmicinae	Acanthomyrmex	notabilis	
Myrmicinae	Acanthomyrmex	padanensis	
Myrmicinae	Acanthomyrmex	sulawesiensis	
Myrmicinae	Acanthomyrmex	thailandensis	
Heteroponerinae	Acanthoponera	goeldii	
Heteroponerinae	Acanthoponera	minor	
Heteroponerinae	Acanthoponera	mucronata	
Heteroponerinae	Acanthoponera	peruviana	
Dorylinae	Acanthostichus	arizonensis	
Dorylinae	Acanthostichus	bentoni	
Dorylinae	Acanthostichus	brevicornis	
Dorylinae	Acanthostichus	brevinodis	
Dorylinae	Acanthostichus	concavinodis	
Dorylinae	Acanthostichus	davisi	
Dorylinae	Acanthostichus	emmae	
Dorylinae	Acanthostichus	femoralis	
Dorylinae	Acanthostichus	flexuosus	
Dorylinae	Acanthostichus	fuscipennis	
Dorylinae	Acanthostichus	kirbyi	
Dorylinae	Acanthostichus	laevigatus	
Dorylinae	Acanthostichus	laticornis	
Dorylinae	Acanthostichus	lattkei	
Dorylinae	Acanthostichus	longinodis	
Dorylinae	Acanthostichus	punctiscapus	
Dorylinae	Acanthostichus	quadratus	
Dorylinae	Acanthostichus	quirozi	
Dorylinae	Acanthostichus	sanchezorum	
Dorylinae	Acanthostichus	serratulus	
Dorylinae	Acanthostichus	skwarrae	
Dorylinae	Acanthostichus	texanus	
Dorylinae	Acanthostichus	truncatus	
Myrmicinae	Acromyrmex	ambiguus	
Myrmicinae	Acromyrmex	ameliae	
Myrmicinae	Acromyrmex	aspersus	
Myrmicinae	Acromyrmex	aspersus	fuhrmanni
Myrmicinae	Acromyrmex	balzani	
Myrmicinae	Acromyrmex	balzani	multituber
Myrmicinae	Acromyrmex	biscutatus	
Myrmicinae	Acromyrmex	coronatus	
Myrmicinae	Acromyrmex	coronatus	andicola
Myrmicinae	Acromyrmex	coronatus	globoculis
Myrmicinae	Acromyrmex	coronatus	importunus
Myrmicinae	Acromyrmex	coronatus	panamensis
Myrmicinae	Acromyrmex	coronatus	rectispinus
Myrmicinae	Acromyrmex	crassispinus	
Myrmicinae	Acromyrmex	diasi	
Myrmicinae	Acromyrmex	disciger	
Myrmicinae	Acromyrmex	echinatior	
Myrmicinae	Acromyrmex	evenkul	
Myrmicinae	Acromyrmex	fracticornis	
Myrmicinae	Acromyrmex	heyeri	
Myrmicinae	Acromyrmex	hispidus	
Myrmicinae	Acromyrmex	hispidus	fallax
Myrmicinae	Acromyrmex	hispidus	formosus
Myrmicinae	Acromyrmex	hystrix	
Myrmicinae	Acromyrmex	hystrix	ajax
Myrmicinae	Acromyrmex	insinuator	
Myrmicinae	Acromyrmex	landolti	
Myrmicinae	Acromyrmex	landolti	myersi
Myrmicinae	Acromyrmex	laticeps	
Myrmicinae	Acromyrmex	lobicornis	
Myrmicinae	Acromyrmex	lobicornis	cochlearis
Myrmicinae	Acromyrmex	lobicornis	ferrugineus
Myrmicinae	Acromyrmex	lobicornis	pencosensis
Myrmicinae	Acromyrmex	lobicornis	pruinosior
Myrmicinae	Acromyrmex	lundii	
Myrmicinae	Acromyrmex	lundii	boliviensis
Myrmicinae	Acromyrmex	lundii	carli
Myrmicinae	Acromyrmex	lundii	decolor
Myrmicinae	Acromyrmex	lundii	parallelus
Myrmicinae	Acromyrmex	niger	
Myrmicinae	Acromyrmex	nigrosetosus	
Myrmicinae	Acromyrmex	nobilis	
Myrmicinae	Acromyrmex	octospinosus	
Myrmicinae	Acromyrmex	octospinosus	cubanus
Myrmicinae	Acromyrmex	octospinosus	ekchuah
Myrmicinae	Acromyrmex	octospinosus	inti
Myrmicinae	Acromyrmex	pubescens	
Myrmicinae	Acromyrmex	pulvereus	
Myrmicinae	Acromyrmex	rugosus	
Myrmicinae	Acromyrmex	rugosus	rochai
Myrmicinae	Acromyrmex	rugosus	santschii
Myrmicinae	Acromyrmex	silvestrii	
Myrmicinae	Acromyrmex	silvestrii	bruchi
Myrmicinae	Acromyrmex	striatus	
Myrmicinae	Acromyrmex	subterraneus	
Myrmicinae	Acromyrmex	subterraneus	brunneus
Myrmicinae	Acromyrmex	subterraneus	molestans
Myrmicinae	Acromyrmex	subterraneus	ogloblini
Myrmicinae	Acromyrmex	subterraneus	peruvianus
Myrmicinae	Acromyrmex	versicolor	
Myrmicinae	Acromyrmex	versicolor	chisosensis
Myrmicinae	Acromyrmex	volcanus	
Formicinae	Acropyga	acutiventris	
Formicinae	Acropyga	ambigua	
Formicinae	Acropyga	arnoldi	
Formicinae	Acropyga	ayanganna	
Formicinae	Acropyga	bakwele	
Formicinae	Acropyga	butteli	
Formicinae	Acropyga	decedens	
Formicinae	Acropyga	donisthorpei	
Formicinae	Acropyga	dubia	
Formicinae	Acropyga	dubitata	
Formicinae	Acropyga	epedana	
Formicinae	Acropyga	exsanguis	
Formicinae	Acropyga	fuhrmanni	
Formicinae	Acropyga	gelasis	
Formicinae	Acropyga	goeldii	
Formicinae	Acropyga	guianensis	
Formicinae	Acropyga	hirsutula	
Formicinae	Acropyga	hystrix	
Formicinae	Acropyga	inezae	
Formicinae	Acropyga	keira	
Formicinae	Acropyga	kinomurai	
Formicinae	Acropyga	lauta	
Formicinae	Acropyga	major	
Formicinae	Acropyga	myops	
Formicinae	Acropyga	nipponensis	
Formicinae	Acropyga	oceanica	
Formicinae	Acropyga	palaga	
Formicinae	Acropyga	paleartica	
Formicinae	Acropyga	pallida	
Formicinae	Acropyga	panamensis	
Formicinae	Acropyga	parvidens	
Formicinae	Acropyga	romeo	
Formicinae	Acropyga	rubescens	
Formicinae	Acropyga	sauteri	
Formicinae	Acropyga	silvestrii	
Formicinae	Acropyga	smithii	
Formicinae	Acropyga	stenotes	
Formicinae	Acropyga	tricuspis	
Formicinae	Acropyga	yaeyamensis	
Formicinae	Acropyga	yushi	
Myrmicinae	Adelomyrmex	anxiocalor	
Myrmicinae	Adelomyrmex	betoi	
Myrmicinae	Adelomyrmex	biroi	
Myrmicinae	Adelomyrmex	bispeculum	
Myrmicinae	Adelomyrmex	brenesi	
Myrmicinae	Adelomyrmex	coco	
Myrmicinae	Adelomyrmex	costatus	
Myrmicinae	Adelomyrmex	cristiani	
Myrmicinae	Adelomyrmex	dentivagans	
Myrmicinae	Adelomyrmex	foveolatus	
Myrmicinae	Adelomyrmex	grandis	
Myrmicinae	Adelomyrmex	hirsutus	
Myrmicinae	Adelomyrmex	laevigatus	
Myrmicinae	Adelomyrmex	longinoi	
Myrmicinae	Adelomyrmex	mackayi	
Myrmicinae	Adelomyrmex	marginodus	
Myrmicinae	Adelomyrmex	metzabok	
Myrmicinae	Adelomyrmex	micans	
Myrmicinae	Adelomyrmex	microps	
Myrmicinae	Adelomyrmex	minimus	
Myrmicinae	Adelomyrmex	myops	
Myrmicinae	Adelomyrmex	nortenyo	
Myrmicinae	Adelomyrmex	paratristani	
Myrmicinae	Adelomyrmex	quetzal	
Myrmicinae	Adelomyrmex	robustus	
Myrmicinae	Adelomyrmex	samoanus	
Myrmicinae	Adelomyrmex	silvestrii	
Myrmicinae	Adelomyrmex	striatus	
Myrmicinae	Adelomyrmex	tristani	
Myrmicinae	Adelomyrmex	vaderi	
Amblyoponinae	Adetomyrma	aureocuprea	
Amblyoponinae	Adetomyrma	bressleri	
Amblyoponinae	Adetomyrma	caputleae	
Amblyoponinae	Adetomyrma	cassis	
Amblyoponinae	Adetomyrma	caudapinnigera	
Amblyoponinae	Adetomyrma	cilium	
Amblyoponinae	Adetomyrma	clarivida	
Amblyoponinae	Adetomyrma	goblin	
Amblyoponinae	Adetomyrma	venatrix	
Myrmicinae	Adlerzia	froggatti	
Dorylinae	Aenictogiton	attenuatus	
Dorylinae	Aenictogiton	bequaerti	
Dorylinae	Aenictogiton	elongatus	
Dorylinae	Aenictogiton	emeryi	
Dorylinae	Aenictogiton	fossiceps	
Dorylinae	Aenictogiton	schoutedeni	
Dorylinae	Aenictogiton	sulcatus	
Dorylinae	Aenictus	abeillei	
Dorylinae	Aenictus	acerbus	
Dorylinae	Aenictus	aitkenii	
Dorylinae	Aenictus	alluaudi	
Dorylinae	Aenictus	alluaudi	falcifer
Dorylinae	Aenictus	alticola	
Dorylinae	Aenictus	ambiguus	
Dorylinae	Aenictus	anceps	
Dorylinae	Aenictus	annae	
Dorylinae	Aenictus	appressipilosus	
Dorylinae	Aenictus	arabicus	
Dorylinae	Aenictus	aratus	
Dorylinae	Aenictus	artipus	
Dorylinae	Aenictus	arya	
Dorylinae	Aenictus	asantei	
Dorylinae	Aenictus	asperivalvus	
Dorylinae	Aenictus	bakeri	
Dorylinae	Aenictus	baliensis	
Dorylinae	Aenictus	bayoni	
Dorylinae	Aenictus	binghami	
Dorylinae	Aenictus	biroi	
Dorylinae	Aenictus	bobaiensis	
Dorylinae	Aenictus	bodongjaya	
Dorylinae	Aenictus	bottegoi	
Dorylinae	Aenictus	bottegoi	noctivagus
Dorylinae	Aenictus	brazzai	
Dorylinae	Aenictus	breviceps	
Dorylinae	Aenictus	brevicornis	
Dorylinae	Aenictus	brevinodus	
Dorylinae	Aenictus	brevipodus	
Dorylinae	Aenictus	buttelreepeni	
Dorylinae	Aenictus	buttgenbachi	
Dorylinae	Aenictus	camposi	
Dorylinae	Aenictus	carolianus	
Dorylinae	Aenictus	certus	
Dorylinae	Aenictus	ceylonicus	
Dorylinae	Aenictus	changmaianus	
Dorylinae	Aenictus	chapmani	
Dorylinae	Aenictus	clavatus	
Dorylinae	Aenictus	clavatus	atripennis
Dorylinae	Aenictus	clavatus	kanariensis
Dorylinae	Aenictus	clavatus	sundaicus
Dorylinae	Aenictus	clavitibia	
Dorylinae	Aenictus	clavitibia	facetus
Dorylinae	Aenictus	concavus	
Dorylinae	Aenictus	congolensis	
Dorylinae	Aenictus	cornutus	
Dorylinae	Aenictus	crucifer	
Dorylinae	Aenictus	crucifer	tuberculatus
Dorylinae	Aenictus	currax	
Dorylinae	Aenictus	cylindripetiolus	
Dorylinae	Aenictus	decolor	
Dorylinae	Aenictus	dentatus	
Dorylinae	Aenictus	diclops	
Dorylinae	Aenictus	dlusskyi	
Dorylinae	Aenictus	doryloides	
Dorylinae	Aenictus	doydeei	
Dorylinae	Aenictus	duengkaei	
Dorylinae	Aenictus	eguchii	
Dorylinae	Aenictus	eugenii	
Dorylinae	Aenictus	eugenii	caroli
Dorylinae	Aenictus	eugenii	henrii
Dorylinae	Aenictus	exilis	
Dorylinae	Aenictus	feae	
Dorylinae	Aenictus	fergusoni	
Dorylinae	Aenictus	foreli	
Dorylinae	Aenictus	formosensis	
Dorylinae	Aenictus	fuchuanensis	
Dorylinae	Aenictus	fulvus	
Dorylinae	Aenictus	furculatus	
Dorylinae	Aenictus	furculatus	andrieui
Dorylinae	Aenictus	furibundus	
Dorylinae	Aenictus	fuscipennis	
Dorylinae	Aenictus	fuscovarius	
Dorylinae	Aenictus	fuscovarius	laetior
Dorylinae	Aenictus	fuscovarius	magrettii
Dorylinae	Aenictus	fuscovarius	sagittarius
Dorylinae	Aenictus	gibbosus	
Dorylinae	Aenictus	gibbosus	ashaverus
Dorylinae	Aenictus	glabratus	
Dorylinae	Aenictus	glabrinotum	
Dorylinae	Aenictus	gleadowii	
Dorylinae	Aenictus	gonioccipus	
Dorylinae	Aenictus	gracilis	
Dorylinae	Aenictus	grandis	
Dorylinae	Aenictus	gutianshanensis	
Dorylinae	Aenictus	hamifer	
Dorylinae	Aenictus	hamifer	spinosior
Dorylinae	Aenictus	henanensis	
Dorylinae	Aenictus	hilli	
Dorylinae	Aenictus	hodgsoni	
Dorylinae	Aenictus	hottai	
Dorylinae	Aenictus	humeralis	
Dorylinae	Aenictus	humeralis	chevalieri
Dorylinae	Aenictus	humeralis	viridans
Dorylinae	Aenictus	huonicus	
Dorylinae	Aenictus	icarus	
Dorylinae	Aenictus	icarus	incautus
Dorylinae	Aenictus	idoneus	
Dorylinae	Aenictus	inconspicuus	
Dorylinae	Aenictus	indicus	
Dorylinae	Aenictus	inflatus	
Dorylinae	Aenictus	itoi	
Dorylinae	Aenictus	jacobsoni	
Dorylinae	Aenictus	jarujini	
Dorylinae	Aenictus	javanus	
Dorylinae	Aenictus	jawadwipa	
Dorylinae	Aenictus	khaoyaiensis	
Dorylinae	Aenictus	kutai	
Dorylinae	Aenictus	laeviceps	
Dorylinae	Aenictus	latifemoratus	
Dorylinae	Aenictus	latiscapus	
Dorylinae	Aenictus	latiscapus	fumatus
Dorylinae	Aenictus	latiscapus	sauteri
Dorylinae	Aenictus	leliepvrei	
Dorylinae	Aenictus	leptotyphlatta	
Dorylinae	Aenictus	levior	
Dorylinae	Aenictus	lifuiae	
Dorylinae	Aenictus	longi	
Dorylinae	Aenictus	longi	taivanae
Dorylinae	Aenictus	longicephalus	
Dorylinae	Aenictus	longinodus	
Dorylinae	Aenictus	luteus	
Dorylinae	Aenictus	luteus	moestus
Dorylinae	Aenictus	luzoni	
Dorylinae	Aenictus	maneerati	
Dorylinae	Aenictus	mariae	
Dorylinae	Aenictus	mariae	natalensis
Dorylinae	Aenictus	mauritanicus	
Dorylinae	Aenictus	mentu	
Dorylinae	Aenictus	minimus	
Dorylinae	Aenictus	minipetiolus	
Dorylinae	Aenictus	minutulus	
Dorylinae	Aenictus	mocsaryi	
Dorylinae	Aenictus	moebii	
Dorylinae	Aenictus	moebii	sankisianus
Dorylinae	Aenictus	montivagus	
Dorylinae	Aenictus	mutatus	
Dorylinae	Aenictus	mutatus	pudicus
Dorylinae	Aenictus	nesiotis	
Dorylinae	Aenictus	nganduensis	
Dorylinae	Aenictus	nishimurai	
Dorylinae	Aenictus	obscurus	
Dorylinae	Aenictus	orientalis	
Dorylinae	Aenictus	pachycerus	
Dorylinae	Aenictus	pangantihoni	
Dorylinae	Aenictus	paradentatus	
Dorylinae	Aenictus	parahuonicus	
Dorylinae	Aenictus	peguensis	
Dorylinae	Aenictus	pfeifferi	
Dorylinae	Aenictus	pharoa	
Dorylinae	Aenictus	philiporum	
Dorylinae	Aenictus	philippinensis	
Dorylinae	Aenictus	piercei	
Dorylinae	Aenictus	pilosus	
Dorylinae	Aenictus	pinkaewi	
Dorylinae	Aenictus	porizonoides	
Dorylinae	Aenictus	powersi	
Dorylinae	Aenictus	prolixus	
Dorylinae	Aenictus	pubescens	
Dorylinae	Aenictus	punctatus	
Dorylinae	Aenictus	punctiventris	
Dorylinae	Aenictus	punctiventris	scutellaris
Dorylinae	Aenictus	punensis	
Dorylinae	Aenictus	rabori	
Dorylinae	Aenictus	raptor	
Dorylinae	Aenictus	reyesi	
Dorylinae	Aenictus	rhodiensis	
Dorylinae	Aenictus	rixator	
Dorylinae	Aenictus	rotundatus	
Dorylinae	Aenictus	rotundatus	guineensis
Dorylinae	Aenictus	rotundatus	merwei
Dorylinae	Aenictus	rotundicollis	
Dorylinae	Aenictus	rougieri	
Dorylinae	Aenictus	sagei	
Dorylinae	Aenictus	schneirlai	
Dorylinae	Aenictus	shillongensis	
Dorylinae	Aenictus	shuckardi	
Dorylinae	Aenictus	siamensis	
Dorylinae	Aenictus	silvestrii	
Dorylinae	Aenictus	sonchaengi	
Dorylinae	Aenictus	soudanicus	
Dorylinae	Aenictus	soudanicus	brunneus
Dorylinae	Aenictus	spathifer	
Dorylinae	Aenictus	steindachneri	
Dorylinae	Aenictus	stenocephalus	
Dorylinae	Aenictus	subterraneus	
Dorylinae	Aenictus	sulawesiensis	
Dorylinae	Aenictus	sumatrensis	
Dorylinae	Aenictus	sumatrensis	maxillosus
Dorylinae	Aenictus	sundalandensis	
Dorylinae	Aenictus	thailandianus	
Dorylinae	Aenictus	togoensis	
Dorylinae	Aenictus	trigonus	
Dorylinae	Aenictus	turneri	
Dorylinae	Aenictus	vagans	
Dorylinae	Aenictus	vaucheri	
Dorylinae	Aenictus	vieti	
Dorylinae	Aenictus	villiersi	
Dorylinae	Aenictus	watanasiti	
Dorylinae	Aenictus	wayani	
Dorylinae	Aenictus	weissi	
Dorylinae	Aenictus	westwoodi	
Dorylinae	Aenictus	wilaiae	
Dorylinae	Aenictus	wilsoni	
Dorylinae	Aenictus	wiwatwitayai	
Dorylinae	Aenictus	wroughtonii	
Dorylinae	Aenictus	wudangshanensis	
Dorylinae	Aenictus	yamanei	
Dorylinae	Aenictus	yangi	
Dorylinae	Aenictus	zhengi	
Formicinae	Agraulomyrmex	meridionalis	
Formicinae	Agraulomyrmex	wilsoni	
Formicinae	Alloformica	aberrans	
Formicinae	Alloformica	flavicornis	
Formicinae	Alloformica	nitidior	
Formicinae	Alloformica	obscurior	
Myrmicinae	Allomerus	brevipilosus	
Myrmicinae	Allomerus	decemarticulatus	
Myrmicinae	Allomerus	dentatus	
Myrmicinae	Allomerus	maietae	
Myrmicinae	Allomerus	octoarticulatus	
Myrmicinae	Allomerus	septemarticulatus	
Myrmicinae	Allomerus	undecemarticulatus	
Myrmicinae	Allomerus	vogeli	
Amblyoponinae	Amblyopone	aberrans	
Amblyoponinae	Amblyopone	australis	
Amblyoponinae	Amblyopone	clarki	
Amblyoponinae	Amblyopone	gingivalis	
Amblyoponinae	Amblyopone	hackeri	
Amblyoponinae	Amblyopone	leae	
Amblyoponinae	Amblyopone	longidens	
Amblyoponinae	Amblyopone	mercovichi	
Amblyoponinae	Amblyopone	michaelseni	
Dorylinae	Amyrmex	golbachi	
Myrmicinae	Ancyridris	polyrhachioides	
Myrmicinae	Ancyridris	rupicapra	
Aneuretinae	Aneuretus	simoni	
Dolichoderinae	Anillidris	bruchi	
Myrmicinae	Anillomyrma	decamera	
Myrmicinae	Anillomyrma	tridens	
Agroecomyrmecinae	Ankylomyrma	coronacantha	
Ponerinae	Anochetus	africanus	
Ponerinae	Anochetus	agilis	
Ponerinae	Anochetus	alae	
Ponerinae	Anochetus	altisquamis	
Ponerinae	Anochetus	angolensis	
Ponerinae	Anochetus	armstrongi	
Ponerinae	Anochetus	avius	
Ponerinae	Anochetus	bequaerti	
Ponerinae	Anochetus	bispinosus	
Ponerinae	Anochetus	boltoni	
Ponerinae	Anochetus	brevis	
Ponerinae	Anochetus	bytinskii	
Ponerinae	Anochetus	cato	
Ponerinae	Anochetus	chirichinii	
Ponerinae	Anochetus	chocoensis	
Ponerinae	Anochetus	consultans	
Ponerinae	Anochetus	cryptus	
Ponerinae	Anochetus	diegensis	
Ponerinae	Anochetus	elegans	
Ponerinae	Anochetus	emarginatus	
Ponerinae	Anochetus	evansi	
Ponerinae	Anochetus	faurei	
Ponerinae	Anochetus	filicornis	
Ponerinae	Anochetus	fricatus	
Ponerinae	Anochetus	fuliginosus	
Ponerinae	Anochetus	ghilianii	
Ponerinae	Anochetus	gladiator	
Ponerinae	Anochetus	goodmani	
Ponerinae	Anochetus	graeffei	
Ponerinae	Anochetus	grandidieri	
Ponerinae	Anochetus	haytianus	
Ponerinae	Anochetus	hohenbergiae	
Ponerinae	Anochetus	horridus	
Ponerinae	Anochetus	inca	
Ponerinae	Anochetus	incultus	
Ponerinae	Anochetus	inermis	
Ponerinae	Anochetus	isolatus	
Ponerinae	Anochetus	jonesi	
Ponerinae	Anochetus	kanariensis	
Ponerinae	Anochetus	katonae	
Ponerinae	Anochetus	kempfi	
Ponerinae	Anochetus	levaillanti	
Ponerinae	Anochetus	leyticus	
Ponerinae	Anochetus	longifossatus	
Ponerinae	Anochetus	longispinus	
Ponerinae	Anochetus	madagascarensis	
Ponerinae	Anochetus	madaraszi	
Ponerinae	Anochetus	maryatiae	
Ponerinae	Anochetus	maynei	
Ponerinae	Anochetus	mayri	
Ponerinae	Anochetus	micans	
Ponerinae	Anochetus	minans	
Ponerinae	Anochetus	miserabilis	
Ponerinae	Anochetus	mixtus	
Ponerinae	Anochetus	modicus	
Ponerinae	Anochetus	muzziolii	
Ponerinae	Anochetus	myops	
Ponerinae	Anochetus	natalensis	
Ponerinae	Anochetus	neglectus	
Ponerinae	Anochetus	nietneri	
Ponerinae	Anochetus	obscuratus	
Ponerinae	Anochetus	obscurior	
Ponerinae	Anochetus	orchidicola	
Ponerinae	Anochetus	oriens	
Ponerinae	Anochetus	orientalis	
Ponerinae	Anochetus	pangantihoni	
Ponerinae	Anochetus	pangens	
Ponerinae	Anochetus	paripungens	
Ponerinae	Anochetus	pattersoni	
Ponerinae	Anochetus	pellucidus	
Ponerinae	Anochetus	peracer	
Ponerinae	Anochetus	princeps	
Ponerinae	Anochetus	pubescens	
Ponerinae	Anochetus	punctaticeps	
Ponerinae	Anochetus	pupulatus	
Ponerinae	Anochetus	rectangularis	
Ponerinae	Anochetus	renatae	
Ponerinae	Anochetus	risii	
Ponerinae	Anochetus	rothschildi	
Ponerinae	Anochetus	rufolatus	
Ponerinae	Anochetus	rufostenus	
Ponerinae	Anochetus	rufus	
Ponerinae	Anochetus	ruginotus	
Ponerinae	Anochetus	rugosus	
Ponerinae	Anochetus	schoedli	
Ponerinae	Anochetus	sedilloti	
Ponerinae	Anochetus	seminiger	
Ponerinae	Anochetus	shohki	
Ponerinae	Anochetus	simoni	
Ponerinae	Anochetus	siphneus	
Ponerinae	Anochetus	splendidulus	
Ponerinae	Anochetus	striatulus	
Ponerinae	Anochetus	strigatellus	
Ponerinae	Anochetus	subcoecus	
Ponerinae	Anochetus	taiwaniensis	
Ponerinae	Anochetus	talpa	
Ponerinae	Anochetus	targionii	
Ponerinae	Anochetus	testaceus	
Ponerinae	Anochetus	traegaordhi	
Ponerinae	Anochetus	tua	
Ponerinae	Anochetus	turneri	
Ponerinae	Anochetus	validus	
Ponerinae	Anochetus	vallensis	
Ponerinae	Anochetus	variegatus	
Ponerinae	Anochetus	veronicae	
Ponerinae	Anochetus	vexator	
Ponerinae	Anochetus	victoriae	
Ponerinae	Anochetus	werneri	
Ponerinae	Anochetus	wiesiae	
Ponerinae	Anochetus	yerburyi	
Ponerinae	Anochetus	yunnanensis	
Leptanillinae	Anomalomyrma	boltoni	
Leptanillinae	Anomalomyrma	helenae	
Leptanillinae	Anomalomyrma	taylori	
Dolichoderinae	Anonychomyrma	anguliceps	
Dolichoderinae	Anonychomyrma	angusta	
Dolichoderinae	Anonychomyrma	arcadia	
Dolichoderinae	Anonychomyrma	biconvexa	
Dolichoderinae	Anonychomyrma	dimorpha	
Dolichoderinae	Anonychomyrma	dimorpha	contenta
Dolichoderinae	Anonychomyrma	extensa	
Dolichoderinae	Anonychomyrma	fornicata	
Dolichoderinae	Anonychomyrma	froggatti	
Dolichoderinae	Anonychomyrma	gigantea	
Dolichoderinae	Anonychomyrma	gilberti	
Dolichoderinae	Anonychomyrma	glabrata	
Dolichoderinae	Anonychomyrma	incisa	
Dolichoderinae	Anonychomyrma	itinerans	
Dolichoderinae	Anonychomyrma	itinerans	ballaratensis
Dolichoderinae	Anonychomyrma	itinerans	depilis
Dolichoderinae	Anonychomyrma	itinerans	perthensis
Dolichoderinae	Anonychomyrma	longicapitata	
Dolichoderinae	Anonychomyrma	longiceps	
Dolichoderinae	Anonychomyrma	malandana	
Dolichoderinae	Anonychomyrma	minuta	
Dolichoderinae	Anonychomyrma	murina	
Dolichoderinae	Anonychomyrma	myrmex	
Dolichoderinae	Anonychomyrma	nitidiceps	
Dolichoderinae	Anonychomyrma	polita	
Dolichoderinae	Anonychomyrma	procidua	
Dolichoderinae	Anonychomyrma	purpurescens	
Dolichoderinae	Anonychomyrma	scrutator	
Dolichoderinae	Anonychomyrma	scrutator	batesi
Dolichoderinae	Anonychomyrma	sellata	
Dolichoderinae	Anonychomyrma	tigris	
Formicinae	Anoplolepis	carinata	
Formicinae	Anoplolepis	custodiens	
Formicinae	Anoplolepis	custodiens	detrita
Formicinae	Anoplolepis	custodiens	hirsuta
Formicinae	Anoplolepis	custodiens	pilipes
Formicinae	Anoplolepis	fallax	
Formicinae	Anoplolepis	gracilipes	
Formicinae	Anoplolepis	nuptialis	
Formicinae	Anoplolepis	opaciventris	
Formicinae	Anoplolepis	rufescens	
Formicinae	Anoplolepis	steingroeveri	
Formicinae	Anoplolepis	steingroeveri	gertrudae
Formicinae	Anoplolepis	steingroeveri	parsonsi
Formicinae	Anoplolepis	tenella	
Myrmicinae	Aphaenogaster	aktaci	
Myrmicinae	Aphaenogaster	angulata	
Myrmicinae	Aphaenogaster	annandalei	
Myrmicinae	Aphaenogaster	aquia	
Myrmicinae	Aphaenogaster	araneoides	
Myrmicinae	Aphaenogaster	ashmeadi	
Myrmicinae	Aphaenogaster	atlantis	
Myrmicinae	Aphaenogaster	balcanica	
Myrmicinae	Aphaenogaster	balcanicoides	
Myrmicinae	Aphaenogaster	baogong	
Myrmicinae	Aphaenogaster	barbara	
Myrmicinae	Aphaenogaster	barbigula	
Myrmicinae	Aphaenogaster	baronii	
Myrmicinae	Aphaenogaster	beccarii	
Myrmicinae	Aphaenogaster	beesoni	
Myrmicinae	Aphaenogaster	boulderensis	
Myrmicinae	Aphaenogaster	boulderensis	smithi
Myrmicinae	Aphaenogaster	burri	
Myrmicinae	Aphaenogaster	caeciliae	
Myrmicinae	Aphaenogaster	campana	
Myrmicinae	Aphaenogaster	cardenai	
Myrmicinae	Aphaenogaster	carolinensis	
Myrmicinae	Aphaenogaster	cavernicola	
Myrmicinae	Aphaenogaster	cecconii	
Myrmicinae	Aphaenogaster	concolor	
Myrmicinae	Aphaenogaster	cristata	
Myrmicinae	Aphaenogaster	crocea	
Myrmicinae	Aphaenogaster	crocea	croceoides
Myrmicinae	Aphaenogaster	crocea	lenis
Myrmicinae	Aphaenogaster	crocea	splendidoides
Myrmicinae	Aphaenogaster	curiosa	
Myrmicinae	Aphaenogaster	dejeani	
Myrmicinae	Aphaenogaster	depilis	
Myrmicinae	Aphaenogaster	depilis	afra
Myrmicinae	Aphaenogaster	depilis	numida
Myrmicinae	Aphaenogaster	depressa	
Myrmicinae	Aphaenogaster	dlusskyi	
Myrmicinae	Aphaenogaster	donann	
Myrmicinae	Aphaenogaster	dromedaria	
Myrmicinae	Aphaenogaster	dulciniae	
Myrmicinae	Aphaenogaster	edentula	
Myrmicinae	Aphaenogaster	epirotes	
Myrmicinae	Aphaenogaster	equestris	
Myrmicinae	Aphaenogaster	erabu	
Myrmicinae	Aphaenogaster	espadaleri	
Myrmicinae	Aphaenogaster	exasperata	
Myrmicinae	Aphaenogaster	fabulosa	
Myrmicinae	Aphaenogaster	fallax	
Myrmicinae	Aphaenogaster	famelica	
Myrmicinae	Aphaenogaster	faureli	
Myrmicinae	Aphaenogaster	feae	
Myrmicinae	Aphaenogaster	feae	imbellis
Myrmicinae	Aphaenogaster	feae	nicobarensis
Myrmicinae	Aphaenogaster	feae	simulans
Myrmicinae	Aphaenogaster	fengbo	
Myrmicinae	Aphaenogaster	festae	
Myrmicinae	Aphaenogaster	finzii	
Myrmicinae	Aphaenogaster	flemingi	
Myrmicinae	Aphaenogaster	floridana	
Myrmicinae	Aphaenogaster	foreli	
Myrmicinae	Aphaenogaster	friederichsi	
